match,blue_score,yellow_score,blue_robot_0_possession_frame,blue_robot_1_possession_frame,blue_robot_2_possession_frame,yellow_robot_0_possession_frame,yellow_robot_1_possession_frame,yellow_robot_2_possession_frame,blue_robot_0_intercept_time,blue_robot_1_intercept_time,blue_robot_2_intercept_time,yellow_robot_0_intercept_time,yellow_robot_1_intercept_time,yellow_robot_2_intercept_time,blue_robot_0_pass_time,blue_robot_1_pass_time,blue_robot_2_pass_time,yellow_robot_0_pass_time,yellow_robot_1_pass_time,yellow_robot_2_pass_time,ball_in_blue_half_frame,ball_in_yellow_half_frame
53,4,0,399,201,9,177,59,138,6,3,3,2,1,7,5,3,1,1,0,1,668,332
54,0,1,156,382,64,181,31,65,2,6,1,2,1,7,1,4,2,2,0,2,516,484
55,0,0,126,483,9,33,127,204,9,7,1,1,5,9,3,3,0,1,0,0,699,301
56,1,1,83,225,46,186,0,403,2,5,0,5,0,6,2,2,2,0,0,2,643,357
57,1,1,173,230,208,74,0,314,4,3,0,2,0,5,2,3,1,0,0,1,616,384
58,1,0,200,258,32,46,0,460,2,9,0,2,0,6,3,2,1,0,0,0,504,496
59,3,0,252,303,63,90,12,239,10,3,0,2,1,10,3,3,1,1,1,0,646,354
60,0,1,185,263,12,157,92,255,4,10,1,6,3,11,2,5,0,3,3,6,505,495
61,1,1,251,207,154,0,101,195,5,15,8,0,12,7,2,5,4,0,1,0,889,111
62,1,0,227,418,25,105,55,130,10,15,0,3,3,8,6,4,1,0,0,2,414,586
63,1,1,116,495,0,95,14,247,3,7,0,1,2,6,3,2,0,2,0,3,877,123
64,2,1,143,386,50,156,63,112,8,9,1,5,1,6,3,4,0,1,0,1,742,258
65,1,0,336,355,17,57,22,176,3,6,1,2,4,4,6,6,0,0,0,0,915,85
66,1,0,15,314,0,0,122,0,1,11,0,0,18,0,3,2,0,0,0,0,1000,0
67,0,0,261,251,95,57,149,118,7,6,2,2,2,3,3,6,2,1,1,1,688,312
68,1,0,245,296,85,92,43,214,3,11,2,3,1,5,8,8,2,0,0,1,326,674
69,0,0,221,163,37,55,103,281,6,16,1,0,1,21,1,2,0,1,0,1,267,733
70,4,0,454,297,0,31,94,89,9,2,0,2,4,8,3,2,0,1,0,1,770,230
71,1,0,88,314,5,95,203,244,6,10,3,3,7,11,4,5,0,1,1,2,660,340
72,0,0,210,214,165,46,78,248,2,14,4,3,8,10,1,0,0,3,2,1,714,286
73,0,1,226,461,14,34,69,188,4,6,0,1,0,7,4,5,1,0,1,0,560,440
74,1,1,302,281,45,31,14,218,5,10,3,1,3,3,6,0,8,0,0,3,612,388
75,0,0,138,281,130,92,154,189,5,8,4,5,3,13,2,3,1,0,0,2,918,82
76,2,3,113,565,0,52,0,254,1,14,0,3,0,14,1,1,0,0,0,0,511,489
77,2,1,155,433,0,113,9,285,3,2,0,1,0,3,2,3,0,0,1,1,374,626
78,3,1,357,306,32,84,126,47,5,5,0,2,4,4,4,3,1,0,1,1,797,203
79,0,0,18,39,493,50,0,286,0,0,5,1,0,4,0,3,2,0,0,0,1000,0
80,0,1,162,521,173,6,0,127,2,3,3,1,0,4,7,8,11,2,0,0,546,454
81,0,1,256,136,43,202,1,281,13,6,2,4,1,14,2,3,1,1,0,1,808,192
82,1,1,64,361,121,72,77,246,3,15,1,10,1,8,4,3,3,1,0,1,372,628
83,2,0,267,400,16,0,31,236,9,13,0,0,1,20,5,4,1,0,0,0,666,334
84,2,0,181,408,50,103,0,218,8,12,2,6,0,7,5,6,1,1,0,1,418,582
85,0,0,189,279,49,68,89,253,5,17,3,1,9,18,1,0,2,1,0,2,778,222
86,1,0,178,330,280,35,0,113,2,8,11,0,0,14,4,6,7,1,0,0,802,198
87,0,0,118,362,112,0,94,209,2,10,1,0,17,4,2,4,1,0,0,0,934,66
88,2,0,300,368,14,49,119,69,7,4,0,3,3,6,4,4,1,1,1,0,817,183
89,4,1,199,378,71,155,14,117,6,9,2,5,0,4,7,7,3,0,1,2,625,375
90,1,0,67,289,177,36,0,411,2,8,7,3,0,16,2,2,0,1,0,1,380,620
91,0,0,176,496,1,24,0,269,5,6,1,1,0,14,3,2,0,1,0,0,583,417
92,2,0,286,269,27,0,51,290,5,7,1,0,5,6,2,4,1,0,0,0,713,287
93,1,0,192,216,33,0,15,110,0,10,1,0,4,10,4,2,1,0,1,1,789,211
94,3,0,244,362,0,0,0,330,10,11,0,0,0,13,5,5,0,0,0,0,762,238
95,4,2,169,279,59,89,26,340,15,7,1,3,2,20,0,1,1,0,1,1,570,430
96,1,1,594,72,0,105,61,128,15,2,0,5,2,7,2,1,0,2,2,0,757,243
97,3,0,123,512,20,54,59,137,4,19,2,0,2,6,2,6,6,2,0,2,644,356
98,1,0,172,185,55,77,55,370,8,7,3,8,3,1,4,4,3,1,0,2,591,409
99,2,1,201,336,49,0,31,295,3,19,1,0,0,20,1,2,2,0,1,0,301,699
