match,blue_score,yellow_score,blue_robot_0_possession_frame,blue_robot_1_possession_frame,blue_robot_2_possession_frame,yellow_robot_0_possession_frame,yellow_robot_1_possession_frame,yellow_robot_2_possession_frame,blue_robot_0_intercept_time,blue_robot_1_intercept_time,blue_robot_2_intercept_time,yellow_robot_0_intercept_time,yellow_robot_1_intercept_time,yellow_robot_2_intercept_time,blue_robot_0_pass_time,blue_robot_1_pass_time,blue_robot_2_pass_time,yellow_robot_0_pass_time,yellow_robot_1_pass_time,yellow_robot_2_pass_time,ball_in_blue_half_frame,ball_in_yellow_half_frame
89,3,0,328,347,15,1,0,275,8,5,1,0,0,12,0,1,0,1,0,0,641,359
90,1,0,311,173,108,65,0,269,10,7,18,5,0,19,3,2,4,0,0,0,506,494
91,3,1,333,209,11,24,0,364,17,7,1,0,0,17,2,5,0,1,0,1,425,575
92,1,1,201,200,60,8,0,481,9,4,6,0,0,22,1,2,3,1,0,0,511,489
93,0,0,415,193,46,106,0,124,24,7,1,20,0,6,7,2,4,1,0,0,752,248
94,0,1,342,120,53,13,0,452,8,4,2,0,0,13,1,3,0,1,0,0,204,796
95,0,0,269,312,157,22,1,182,14,9,3,1,1,16,6,4,6,0,0,0,698,302
96,0,1,155,74,229,74,0,355,13,10,24,5,0,42,0,0,0,0,0,1,212,788
97,2,1,124,158,0,34,0,537,10,10,0,1,0,18,1,1,0,2,0,3,550,450
98,0,0,310,189,72,85,28,308,5,5,1,3,2,6,3,1,2,2,0,1,588,412
99,0,0,564,132,0,32,35,139,21,3,0,8,2,13,5,7,0,0,0,0,858,142
