match,blue_score,yellow_score,blue_robot_0_possession_frame,blue_robot_1_possession_frame,blue_robot_2_possession_frame,yellow_robot_0_possession_frame,yellow_robot_1_possession_frame,yellow_robot_2_possession_frame,blue_robot_0_intercept_time,blue_robot_1_intercept_time,blue_robot_2_intercept_time,yellow_robot_0_intercept_time,yellow_robot_1_intercept_time,yellow_robot_2_intercept_time,blue_robot_0_pass_time,blue_robot_1_pass_time,blue_robot_2_pass_time,yellow_robot_0_pass_time,yellow_robot_1_pass_time,yellow_robot_2_pass_time,ball_in_blue_half_frame,ball_in_yellow_half_frame,coach_top_1_acc,coach_top_2_acc,possession_blue,possession_yellow,intercept_blue,intercept_yellow,passing_blue,passing_yellow
0.0,1.0,0.0,479.0,103.0,47.0,35.0,21.0,272.0,3.0,2.0,0.0,3.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,1.0,556.0,444.0,0.6176470588235294,0.7941176470588235,629.0,328.0,5.0,7.0,3.0,2.0
1.0,4.0,0.0,79.0,345.0,94.0,242.0,32.0,144.0,5.0,9.0,1.0,7.0,2.0,7.0,0.0,1.0,3.0,0.0,0.0,0.0,408.0,592.0,0.4864864864864865,0.6486486486486487,518.0,418.0,15.0,16.0,4.0,0.0
2.0,0.0,0.0,71.0,245.0,245.0,66.0,16.0,74.0,4.0,8.0,2.0,5.0,0.0,3.0,4.0,7.0,4.0,0.0,1.0,0.0,429.0,571.0,0.7647058823529411,0.8529411764705882,561.0,156.0,14.0,8.0,15.0,1.0
3.0,0.0,0.0,335.0,269.0,257.0,0.0,3.0,92.0,3.0,4.0,2.0,0.0,1.0,2.0,11.0,7.0,7.0,0.0,0.0,0.0,1000.0,0.0,0.7352941176470589,0.9705882352941176,861.0,95.0,9.0,3.0,25.0,0.0
4.0,1.0,0.0,282.0,92.0,271.0,12.0,140.0,186.0,6.0,3.0,3.0,2.0,8.0,3.0,4.0,3.0,0.0,0.0,0.0,1.0,410.0,590.0,0.6764705882352942,0.8235294117647058,645.0,338.0,12.0,13.0,7.0,1.0
5.0,1.0,0.0,181.0,373.0,99.0,250.0,84.0,0.0,1.0,1.0,2.0,3.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,258.0,742.0,0.7647058823529411,0.7941176470588235,653.0,334.0,4.0,4.0,5.0,0.0
6.0,0.0,2.0,121.0,156.0,108.0,242.0,145.0,218.0,5.0,5.0,3.0,5.0,4.0,6.0,4.0,2.0,2.0,2.0,1.0,1.0,215.0,785.0,0.5,0.7647058823529411,385.0,605.0,13.0,15.0,8.0,4.0
7.0,1.0,0.0,365.0,293.0,83.0,130.0,67.0,59.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,4.0,1.0,0.0,0.0,1.0,424.0,576.0,0.6764705882352942,0.8823529411764706,741.0,256.0,4.0,5.0,7.0,1.0
8.0,1.0,1.0,40.0,336.0,65.0,107.0,108.0,190.0,2.0,6.0,2.0,2.0,3.0,4.0,0.0,2.0,1.0,2.0,1.0,0.0,294.0,706.0,0.5428571428571428,0.7142857142857143,441.0,405.0,10.0,9.0,3.0,3.0
9.0,1.0,2.0,263.0,149.0,22.0,106.0,121.0,267.0,7.0,7.0,1.0,2.0,7.0,8.0,3.0,3.0,0.0,3.0,1.0,1.0,168.0,832.0,0.6111111111111112,0.8055555555555556,434.0,494.0,15.0,17.0,6.0,5.0
10.0,0.0,0.0,222.0,213.0,14.0,261.0,281.0,0.0,3.0,6.0,1.0,3.0,6.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,396.0,604.0,0.5588235294117647,0.6176470588235294,449.0,542.0,10.0,9.0,6.0,2.0
11.0,0.0,0.0,209.0,204.0,0.0,222.0,173.0,96.0,2.0,6.0,0.0,5.0,2.0,7.0,3.0,2.0,0.0,0.0,1.0,2.0,513.0,487.0,0.5882352941176471,0.7941176470588235,413.0,491.0,8.0,14.0,5.0,3.0
12.0,1.0,0.0,167.0,134.0,115.0,250.0,182.0,105.0,5.0,3.0,4.0,12.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,701.0,299.0,0.5294117647058824,0.7352941176470589,416.0,537.0,12.0,17.0,8.0,8.0
13.0,1.0,1.0,269.0,178.0,150.0,178.0,0.0,205.0,4.0,2.0,6.0,7.0,0.0,6.0,1.0,4.0,4.0,2.0,0.0,0.0,365.0,635.0,0.7352941176470589,0.8235294117647058,597.0,383.0,12.0,13.0,9.0,2.0
14.0,2.0,1.0,36.0,460.0,73.0,91.0,98.0,227.0,4.0,4.0,2.0,5.0,1.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,318.0,682.0,0.45714285714285713,0.6571428571428571,569.0,416.0,10.0,8.0,6.0,0.0
15.0,0.0,2.0,109.0,312.0,150.0,258.0,61.0,76.0,2.0,5.0,4.0,9.0,5.0,2.0,2.0,4.0,3.0,1.0,0.0,1.0,368.0,632.0,0.7142857142857143,0.9142857142857143,571.0,395.0,11.0,16.0,9.0,2.0
16.0,0.0,0.0,310.0,116.0,0.0,409.0,0.0,29.0,6.0,4.0,0.0,6.0,0.0,7.0,1.0,0.0,0.0,2.0,0.0,1.0,375.0,625.0,0.6764705882352942,0.7941176470588235,426.0,438.0,10.0,13.0,1.0,3.0
