match,blue_score,yellow_score,blue_robot_0_possession_frame,blue_robot_1_possession_frame,blue_robot_2_possession_frame,yellow_robot_0_possession_frame,yellow_robot_1_possession_frame,yellow_robot_2_possession_frame,blue_robot_0_intercept_time,blue_robot_1_intercept_time,blue_robot_2_intercept_time,yellow_robot_0_intercept_time,yellow_robot_1_intercept_time,yellow_robot_2_intercept_time,blue_robot_0_pass_time,blue_robot_1_pass_time,blue_robot_2_pass_time,yellow_robot_0_pass_time,yellow_robot_1_pass_time,yellow_robot_2_pass_time,ball_in_blue_half_frame,ball_in_yellow_half_frame,coach_top_1_acc,coach_top_2_acc,possession_blue,possession_yellow,intercept_blue,intercept_yellow,passing_blue,passing_yellow
0.0,0.0,0.0,112.0,449.0,246.0,19.0,106.0,33.0,1.0,8.0,4.0,2.0,2.0,2.0,3.0,6.0,8.0,0.0,0.0,0.0,397.0,603.0,0.4117647058823529,0.6176470588235294,807.0,158.0,13.0,6.0,17.0,0.0
1.0,0.0,0.0,277.0,350.0,111.0,212.0,35.0,0.0,4.0,6.0,2.0,1.0,3.0,0.0,5.0,5.0,3.0,0.0,0.0,0.0,715.0,285.0,0.5882352941176471,0.7941176470588235,738.0,247.0,12.0,4.0,13.0,0.0
2.0,0.0,1.0,352.0,397.0,101.0,0.0,73.0,55.0,4.0,3.0,0.0,0.0,2.0,3.0,7.0,6.0,5.0,0.0,0.0,0.0,361.0,639.0,0.5588235294117647,0.7941176470588235,850.0,128.0,7.0,5.0,18.0,0.0
3.0,0.0,1.0,479.0,209.0,60.0,34.0,192.0,8.0,7.0,1.0,1.0,1.0,4.0,1.0,4.0,5.0,3.0,0.0,1.0,1.0,320.0,680.0,0.5294117647058824,0.7941176470588235,748.0,234.0,9.0,6.0,12.0,2.0
4.0,0.0,0.0,504.0,0.0,473.0,0.0,23.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.9705882352941176,0.9705882352941176,977.0,23.0,1.0,1.0,1.0,0.0
5.0,1.0,1.0,211.0,423.0,108.0,82.0,77.0,44.0,1.0,3.0,3.0,1.0,2.0,2.0,7.0,6.0,2.0,0.0,0.0,0.0,591.0,409.0,0.5714285714285714,0.7142857142857143,742.0,203.0,7.0,5.0,15.0,0.0
6.0,0.0,0.0,584.0,247.0,0.0,88.0,72.0,5.0,7.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,151.0,849.0,0.6764705882352942,0.8823529411764706,831.0,165.0,7.0,5.0,2.0,0.0
7.0,0.0,0.0,126.0,460.0,132.0,0.0,144.0,133.0,1.0,3.0,1.0,0.0,1.0,1.0,4.0,5.0,4.0,0.0,1.0,0.0,342.0,658.0,0.6176470588235294,0.9411764705882353,718.0,277.0,5.0,2.0,13.0,1.0
8.0,0.0,1.0,274.0,322.0,300.0,0.0,71.0,12.0,1.0,4.0,10.0,0.0,8.0,2.0,7.0,5.0,3.0,0.0,0.0,0.0,429.0,571.0,0.6176470588235294,0.7647058823529411,896.0,83.0,15.0,10.0,15.0,0.0
9.0,0.0,0.0,335.0,312.0,35.0,21.0,196.0,50.0,5.0,4.0,0.0,3.0,1.0,1.0,7.0,6.0,1.0,0.0,0.0,0.0,654.0,346.0,0.7352941176470589,0.8823529411764706,682.0,267.0,9.0,5.0,14.0,0.0
10.0,1.0,0.0,53.0,361.0,339.0,66.0,119.0,45.0,2.0,4.0,5.0,1.0,2.0,3.0,4.0,2.0,3.0,0.0,0.0,0.0,203.0,797.0,0.5588235294117647,0.8529411764705882,753.0,230.0,11.0,6.0,9.0,0.0
11.0,1.0,1.0,428.0,245.0,117.0,143.0,18.0,38.0,5.0,1.0,2.0,5.0,3.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,351.0,649.0,0.5588235294117647,0.8235294117647058,790.0,199.0,8.0,9.0,5.0,0.0
12.0,0.0,0.0,314.0,354.0,69.0,0.0,0.0,250.0,5.0,7.0,0.0,0.0,0.0,6.0,6.0,6.0,2.0,0.0,0.0,0.0,93.0,907.0,0.5588235294117647,0.7941176470588235,737.0,250.0,12.0,6.0,14.0,0.0
13.0,0.0,1.0,357.0,123.0,345.0,11.0,1.0,151.0,2.0,3.0,7.0,1.0,0.0,10.0,4.0,3.0,2.0,1.0,1.0,0.0,349.0,651.0,0.6470588235294118,0.8529411764705882,825.0,163.0,12.0,11.0,9.0,2.0
14.0,2.0,0.0,357.0,416.0,19.0,0.0,125.0,17.0,12.0,1.0,0.0,0.0,5.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,155.0,845.0,0.6470588235294118,0.8235294117647058,792.0,142.0,13.0,8.0,7.0,0.0
15.0,0.0,1.0,280.0,151.0,277.0,3.0,167.0,100.0,7.0,2.0,0.0,1.0,2.0,0.0,4.0,6.0,5.0,0.0,1.0,2.0,693.0,307.0,0.6764705882352942,0.7941176470588235,708.0,270.0,9.0,3.0,15.0,3.0
