match,blue_score,yellow_score,blue_robot_0_possession_frame,blue_robot_1_possession_frame,blue_robot_2_possession_frame,yellow_robot_0_possession_frame,yellow_robot_1_possession_frame,yellow_robot_2_possession_frame,blue_robot_0_intercept_time,blue_robot_1_intercept_time,blue_robot_2_intercept_time,yellow_robot_0_intercept_time,yellow_robot_1_intercept_time,yellow_robot_2_intercept_time,blue_robot_0_pass_time,blue_robot_1_pass_time,blue_robot_2_pass_time,yellow_robot_0_pass_time,yellow_robot_1_pass_time,yellow_robot_2_pass_time,ball_in_blue_half_frame,ball_in_yellow_half_frame,coach_top_1_acc,coach_top_2_acc,possession_blue,possession_yellow,intercept_blue,intercept_yellow,passing_blue,passing_yellow
0.0,1.0,0.0,390.0,398.0,77.0,0.0,32.0,45.0,3.0,0.0,1.0,0.0,0.0,3.0,6.0,7.0,0.0,0.0,1.0,0.0,571.0,429.0,0.6,0.8285714285714286,865.0,77.0,4.0,3.0,13.0,1.0
1.0,2.0,2.0,373.0,364.0,56.0,0.0,150.0,54.0,3.0,2.0,0.0,0.0,4.0,2.0,3.0,2.0,2.0,0.0,0.0,1.0,386.0,614.0,0.7222222222222222,0.8333333333333334,793.0,204.0,5.0,6.0,7.0,1.0
2.0,1.0,0.0,85.0,570.0,208.0,31.0,92.0,0.0,4.0,8.0,3.0,1.0,5.0,0.0,5.0,11.0,5.0,0.0,0.0,0.0,726.0,274.0,0.42857142857142855,0.7714285714285715,863.0,123.0,15.0,6.0,21.0,0.0
3.0,2.0,1.0,213.0,313.0,211.0,36.0,62.0,111.0,6.0,2.0,0.0,4.0,2.0,5.0,2.0,3.0,5.0,1.0,0.0,0.0,128.0,872.0,0.5428571428571428,0.7714285714285715,737.0,209.0,8.0,11.0,10.0,1.0
4.0,1.0,1.0,350.0,258.0,0.0,325.0,36.0,9.0,5.0,13.0,0.0,8.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,701.0,299.0,0.6,0.8285714285714286,608.0,370.0,18.0,12.0,3.0,0.0
5.0,0.0,0.0,628.0,143.0,117.0,0.0,107.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,220.0,780.0,0.7941176470588235,0.9117647058823529,888.0,107.0,4.0,1.0,3.0,0.0
6.0,2.0,0.0,194.0,179.0,314.0,0.0,181.0,131.0,0.0,1.0,3.0,0.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,260.0,740.0,0.6571428571428571,0.8,687.0,312.0,4.0,4.0,6.0,0.0
7.0,2.0,2.0,323.0,347.0,175.0,66.0,22.0,64.0,4.0,3.0,0.0,2.0,1.0,3.0,4.0,3.0,1.0,3.0,1.0,4.0,174.0,826.0,0.5142857142857142,0.7714285714285715,845.0,152.0,7.0,6.0,8.0,8.0
8.0,0.0,1.0,258.0,342.0,56.0,0.0,234.0,3.0,4.0,3.0,0.0,0.0,4.0,1.0,5.0,3.0,1.0,0.0,0.0,0.0,321.0,679.0,0.6764705882352942,0.8235294117647058,656.0,237.0,7.0,5.0,9.0,0.0
9.0,1.0,0.0,137.0,490.0,198.0,0.0,153.0,0.0,1.0,10.0,2.0,0.0,4.0,0.0,3.0,8.0,7.0,0.0,0.0,0.0,649.0,351.0,0.6176470588235294,0.8823529411764706,825.0,153.0,13.0,4.0,18.0,0.0
10.0,1.0,0.0,146.0,344.0,210.0,0.0,92.0,73.0,2.0,7.0,2.0,0.0,2.0,7.0,3.0,4.0,0.0,0.0,0.0,0.0,248.0,752.0,0.7428571428571429,0.8857142857142857,700.0,165.0,11.0,9.0,7.0,0.0
11.0,0.0,0.0,146.0,472.0,204.0,0.0,96.0,62.0,2.0,2.0,6.0,0.0,1.0,2.0,3.0,7.0,6.0,0.0,0.0,1.0,412.0,588.0,0.5294117647058824,0.7941176470588235,822.0,158.0,10.0,3.0,16.0,1.0
12.0,1.0,0.0,237.0,337.0,291.0,0.0,0.0,118.0,2.0,2.0,7.0,0.0,0.0,6.0,3.0,5.0,5.0,0.0,0.0,0.0,651.0,349.0,0.5588235294117647,0.7941176470588235,865.0,118.0,11.0,6.0,13.0,0.0
13.0,0.0,0.0,168.0,350.0,275.0,15.0,100.0,84.0,4.0,1.0,1.0,1.0,5.0,1.0,4.0,8.0,6.0,0.0,0.0,0.0,643.0,357.0,0.5588235294117647,0.8235294117647058,793.0,199.0,6.0,7.0,18.0,0.0
14.0,0.0,0.0,285.0,216.0,44.0,79.0,11.0,362.0,4.0,4.0,3.0,4.0,2.0,5.0,4.0,3.0,2.0,0.0,1.0,0.0,595.0,405.0,0.6764705882352942,0.7941176470588235,545.0,452.0,11.0,11.0,9.0,1.0
15.0,0.0,1.0,245.0,552.0,31.0,62.0,46.0,53.0,2.0,7.0,3.0,2.0,4.0,1.0,3.0,8.0,3.0,1.0,0.0,0.0,737.0,263.0,0.5,0.8529411764705882,828.0,161.0,12.0,7.0,14.0,1.0
16.0,1.0,1.0,297.0,200.0,154.0,67.0,151.0,32.0,3.0,1.0,7.0,3.0,5.0,3.0,3.0,6.0,2.0,0.0,1.0,1.0,719.0,281.0,0.5,0.7647058823529411,651.0,250.0,11.0,11.0,11.0,2.0
17.0,0.0,1.0,270.0,408.0,112.0,19.0,13.0,53.0,4.0,5.0,0.0,3.0,2.0,2.0,4.0,7.0,2.0,0.0,2.0,1.0,303.0,697.0,0.6571428571428571,0.7714285714285715,790.0,85.0,9.0,7.0,13.0,3.0
18.0,0.0,1.0,257.0,297.0,199.0,106.0,100.0,31.0,5.0,0.0,2.0,1.0,2.0,1.0,6.0,9.0,5.0,1.0,1.0,0.0,478.0,522.0,0.7142857142857143,0.9142857142857143,753.0,237.0,7.0,4.0,20.0,2.0
19.0,0.0,0.0,254.0,463.0,238.0,0.0,0.0,22.0,0.0,2.0,5.0,0.0,0.0,3.0,3.0,8.0,5.0,0.0,0.0,0.0,703.0,297.0,0.8529411764705882,0.9705882352941176,955.0,22.0,7.0,3.0,16.0,0.0
20.0,0.0,0.0,77.0,222.0,283.0,86.0,37.0,248.0,5.0,4.0,3.0,4.0,0.0,9.0,2.0,3.0,4.0,0.0,1.0,1.0,964.0,36.0,0.5882352941176471,0.8235294117647058,582.0,371.0,12.0,13.0,9.0,2.0
21.0,0.0,1.0,218.0,194.0,123.0,217.0,62.0,186.0,3.0,2.0,1.0,1.0,0.0,4.0,3.0,3.0,4.0,2.0,2.0,1.0,740.0,260.0,0.5294117647058824,0.7352941176470589,535.0,465.0,6.0,5.0,10.0,5.0
22.0,1.0,0.0,278.0,509.0,151.0,0.0,28.0,22.0,2.0,2.0,3.0,0.0,1.0,1.0,3.0,7.0,5.0,0.0,0.0,0.0,687.0,313.0,0.6857142857142857,0.8,938.0,50.0,7.0,2.0,15.0,0.0
23.0,0.0,1.0,131.0,269.0,18.0,0.0,455.0,117.0,9.0,1.0,2.0,0.0,3.0,4.0,3.0,3.0,1.0,0.0,0.0,0.0,155.0,845.0,0.8,0.9142857142857143,418.0,572.0,12.0,7.0,7.0,0.0
24.0,2.0,0.0,277.0,163.0,402.0,53.0,0.0,103.0,3.0,3.0,2.0,2.0,0.0,5.0,3.0,7.0,8.0,0.0,0.0,0.0,926.0,74.0,0.5714285714285714,0.7142857142857143,842.0,156.0,8.0,7.0,18.0,0.0
25.0,0.0,1.0,312.0,32.0,427.0,0.0,180.0,20.0,4.0,0.0,1.0,0.0,5.0,1.0,6.0,2.0,7.0,0.0,0.0,0.0,371.0,629.0,0.5882352941176471,0.8529411764705882,771.0,200.0,5.0,6.0,15.0,0.0
26.0,0.0,0.0,313.0,480.0,25.0,16.0,122.0,23.0,8.0,3.0,0.0,1.0,4.0,0.0,5.0,7.0,2.0,1.0,2.0,0.0,761.0,239.0,0.7058823529411765,0.9117647058823529,818.0,161.0,11.0,5.0,14.0,3.0
27.0,0.0,1.0,191.0,449.0,296.0,0.0,35.0,28.0,0.0,3.0,0.0,0.0,2.0,1.0,5.0,9.0,8.0,0.0,0.0,0.0,768.0,232.0,0.6857142857142857,0.8285714285714286,936.0,63.0,3.0,3.0,22.0,0.0
28.0,0.0,0.0,179.0,475.0,158.0,150.0,34.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,6.0,3.0,6.0,0.0,1.0,0.0,782.0,218.0,0.5882352941176471,0.7647058823529411,812.0,184.0,5.0,4.0,15.0,1.0
29.0,1.0,2.0,447.0,30.0,282.0,0.0,178.0,53.0,2.0,1.0,2.0,0.0,5.0,1.0,5.0,1.0,6.0,0.0,1.0,3.0,703.0,297.0,0.5428571428571428,0.7428571428571429,759.0,231.0,5.0,6.0,12.0,4.0
30.0,0.0,0.0,434.0,121.0,74.0,40.0,34.0,213.0,7.0,0.0,4.0,1.0,2.0,4.0,3.0,3.0,0.0,1.0,0.0,0.0,196.0,804.0,0.7941176470588235,0.9117647058823529,629.0,287.0,11.0,7.0,6.0,1.0
31.0,0.0,0.0,228.0,418.0,95.0,37.0,158.0,29.0,5.0,6.0,1.0,3.0,5.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,437.0,563.0,0.5294117647058824,0.7941176470588235,741.0,224.0,12.0,9.0,7.0,0.0
32.0,0.0,1.0,320.0,268.0,235.0,46.0,55.0,76.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,0.0,1.0,20.0,980.0,0.6571428571428571,0.8571428571428571,823.0,177.0,5.0,5.0,9.0,2.0
33.0,0.0,1.0,261.0,256.0,37.0,173.0,0.0,272.0,2.0,6.0,0.0,0.0,0.0,8.0,4.0,4.0,3.0,1.0,0.0,0.0,232.0,768.0,0.6285714285714286,0.9428571428571428,554.0,445.0,8.0,8.0,11.0,1.0
34.0,0.0,0.0,398.0,415.0,90.0,0.0,22.0,16.0,10.0,4.0,1.0,0.0,2.0,5.0,11.0,9.0,3.0,0.0,0.0,0.0,673.0,327.0,0.5,0.7352941176470589,903.0,38.0,15.0,7.0,23.0,0.0
35.0,0.0,2.0,193.0,543.0,21.0,4.0,86.0,150.0,3.0,5.0,0.0,1.0,3.0,3.0,4.0,4.0,1.0,0.0,0.0,1.0,608.0,392.0,0.42857142857142855,0.6571428571428571,757.0,240.0,8.0,7.0,9.0,1.0
36.0,0.0,0.0,555.0,202.0,79.0,0.0,12.0,124.0,8.0,0.0,0.0,0.0,1.0,6.0,6.0,3.0,2.0,0.0,1.0,1.0,580.0,420.0,0.5882352941176471,0.8235294117647058,836.0,136.0,8.0,7.0,11.0,2.0
37.0,1.0,0.0,97.0,385.0,200.0,69.0,52.0,181.0,1.0,6.0,3.0,1.0,5.0,5.0,2.0,5.0,2.0,0.0,0.0,1.0,752.0,248.0,0.6176470588235294,0.7352941176470589,682.0,302.0,10.0,11.0,9.0,1.0
38.0,1.0,0.0,249.0,440.0,88.0,123.0,69.0,0.0,2.0,2.0,1.0,1.0,3.0,0.0,4.0,3.0,2.0,1.0,0.0,0.0,447.0,553.0,0.4857142857142857,0.6571428571428571,777.0,192.0,5.0,4.0,9.0,1.0
39.0,2.0,0.0,226.0,468.0,66.0,13.0,104.0,98.0,1.0,5.0,3.0,1.0,3.0,5.0,3.0,6.0,1.0,0.0,0.0,0.0,507.0,493.0,0.4117647058823529,0.7058823529411765,760.0,215.0,9.0,9.0,10.0,0.0
40.0,1.0,0.0,439.0,322.0,40.0,72.0,89.0,2.0,9.0,2.0,1.0,2.0,4.0,2.0,7.0,7.0,2.0,0.0,0.0,0.0,523.0,477.0,0.5714285714285714,0.7714285714285715,801.0,163.0,12.0,8.0,16.0,0.0
41.0,1.0,0.0,410.0,292.0,63.0,51.0,68.0,53.0,6.0,3.0,1.0,3.0,0.0,3.0,6.0,6.0,2.0,0.0,2.0,1.0,667.0,333.0,0.6176470588235294,0.8235294117647058,765.0,172.0,10.0,6.0,14.0,3.0
42.0,0.0,0.0,198.0,615.0,5.0,0.0,182.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,4.0,5.0,1.0,0.0,0.0,0.0,286.0,714.0,0.7941176470588235,0.8235294117647058,818.0,182.0,2.0,2.0,10.0,0.0
43.0,2.0,0.0,654.0,181.0,50.0,11.0,92.0,0.0,5.0,4.0,0.0,1.0,4.0,0.0,7.0,4.0,2.0,0.0,0.0,0.0,419.0,581.0,0.47058823529411764,0.6470588235294118,885.0,103.0,9.0,5.0,13.0,0.0
44.0,2.0,0.0,457.0,406.0,114.0,9.0,8.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,4.0,7.0,3.0,0.0,0.0,0.0,326.0,674.0,0.5142857142857142,0.7428571428571429,977.0,17.0,3.0,3.0,14.0,0.0
45.0,0.0,0.0,282.0,350.0,110.0,134.0,75.0,28.0,8.0,1.0,1.0,6.0,2.0,2.0,1.0,4.0,2.0,2.0,0.0,0.0,459.0,541.0,0.6176470588235294,0.7941176470588235,742.0,237.0,10.0,10.0,7.0,2.0
46.0,1.0,0.0,475.0,374.0,18.0,84.0,16.0,13.0,4.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,622.0,378.0,0.7647058823529411,0.8529411764705882,867.0,113.0,8.0,4.0,6.0,0.0
47.0,1.0,1.0,199.0,305.0,35.0,3.0,290.0,164.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,5.0,4.0,0.0,2.0,1.0,322.0,678.0,0.6285714285714286,0.8571428571428571,539.0,457.0,7.0,7.0,10.0,3.0
48.0,0.0,0.0,116.0,295.0,267.0,122.0,5.0,180.0,4.0,5.0,5.0,3.0,1.0,5.0,2.0,2.0,4.0,0.0,1.0,1.0,90.0,910.0,0.7058823529411765,0.8823529411764706,678.0,307.0,14.0,9.0,8.0,2.0
49.0,2.0,0.0,164.0,511.0,136.0,88.0,56.0,2.0,4.0,8.0,4.0,2.0,10.0,1.0,5.0,6.0,5.0,1.0,0.0,0.0,808.0,192.0,0.6764705882352942,0.8529411764705882,811.0,146.0,16.0,13.0,16.0,1.0
50.0,0.0,0.0,124.0,618.0,128.0,73.0,23.0,32.0,1.0,4.0,1.0,1.0,2.0,2.0,5.0,6.0,5.0,0.0,0.0,0.0,409.0,591.0,0.5588235294117647,0.7647058823529411,870.0,128.0,6.0,5.0,16.0,0.0
