match,blue_score,yellow_score,blue_robot_0_possession_frame,blue_robot_1_possession_frame,blue_robot_2_possession_frame,yellow_robot_0_possession_frame,yellow_robot_1_possession_frame,yellow_robot_2_possession_frame,blue_robot_0_intercept_time,blue_robot_1_intercept_time,blue_robot_2_intercept_time,yellow_robot_0_intercept_time,yellow_robot_1_intercept_time,yellow_robot_2_intercept_time,blue_robot_0_pass_time,blue_robot_1_pass_time,blue_robot_2_pass_time,yellow_robot_0_pass_time,yellow_robot_1_pass_time,yellow_robot_2_pass_time,ball_in_blue_half_frame,ball_in_yellow_half_frame
64,1,1,188,248,204,1,0,318,5,6,5,0,0,16,8,5,5,1,0,0,848,152
65,2,0,113,173,38,180,36,373,14,19,3,11,1,19,3,5,2,3,1,4,664,336
66,0,0,427,240,22,60,1,236,7,5,1,0,1,7,3,5,2,0,0,0,857,143
67,0,0,448,31,54,0,0,411,21,0,2,0,0,29,0,0,0,0,0,0,656,344
68,0,0,339,174,29,83,38,279,12,7,3,2,6,13,3,3,0,2,0,1,545,455
69,1,1,237,192,23,0,6,462,16,9,2,0,0,16,2,5,2,0,1,1,575,425
70,1,0,130,209,122,4,25,408,12,12,5,0,3,29,5,1,2,2,1,3,831,169
71,1,0,262,143,65,78,0,412,12,3,3,1,0,10,3,3,2,2,0,2,585,415
72,2,0,394,221,67,8,7,260,7,4,3,1,0,15,2,3,4,0,1,1,362,638
73,0,0,434,72,31,22,91,330,10,3,3,0,8,11,3,3,0,1,0,2,722,278
74,1,1,423,51,0,64,21,401,15,2,0,2,0,11,3,2,0,0,2,0,273,727
75,0,0,469,85,135,0,0,240,13,5,4,0,0,16,7,5,3,0,0,0,951,49
76,0,2,179,329,17,162,0,230,9,6,1,3,0,19,4,3,1,0,0,1,693,307
77,1,1,94,355,32,64,0,406,9,14,2,1,0,12,4,3,4,2,0,2,265,735
78,2,2,164,303,78,22,7,341,8,7,1,1,0,14,3,2,2,4,1,3,659,341
79,0,0,149,171,100,0,0,412,22,9,5,0,0,17,9,2,6,0,0,0,721,279
80,1,1,213,109,214,17,23,401,11,3,6,2,2,11,4,3,4,0,0,0,573,427
81,1,2,315,168,8,1,51,391,12,7,1,1,6,10,3,1,1,0,0,0,482,518
82,0,1,414,247,53,12,0,165,24,9,5,3,0,14,13,2,11,0,0,0,586,414
83,0,0,176,268,212,0,0,244,4,8,7,0,0,15,3,2,3,0,0,0,694,306
84,1,1,135,256,190,0,0,371,8,8,7,0,0,17,1,4,4,0,0,0,557,443
85,0,2,182,281,89,10,9,389,8,14,3,1,1,27,1,2,2,0,1,0,524,476
86,4,3,410,74,70,45,0,358,10,3,2,0,0,9,4,3,1,1,0,1,540,460
87,1,3,105,296,84,36,21,417,5,10,3,3,0,16,4,8,5,0,1,1,745,255
88,0,2,159,132,0,66,68,534,4,8,0,1,0,16,2,2,0,2,1,1,228,772
89,1,1,217,82,55,0,32,546,9,4,3,0,0,17,1,3,4,0,1,0,497,503
90,1,2,301,183,6,114,5,364,7,7,1,2,1,9,4,3,1,4,0,3,793,207
91,2,0,72,381,40,122,0,273,5,20,1,22,0,9,5,6,3,2,0,2,881,119
92,1,3,182,260,6,41,17,467,3,13,2,1,0,22,2,0,0,1,1,3,546,454
93,1,2,107,270,70,0,20,477,5,12,4,0,2,21,1,2,2,0,1,1,422,578
94,3,1,165,324,0,29,4,444,5,10,0,1,1,12,5,4,0,0,0,2,610,390
95,3,2,138,399,0,6,18,352,4,17,0,2,1,13,4,1,0,0,1,1,593,407
96,2,0,186,248,27,64,0,326,18,14,2,6,0,18,5,0,5,2,0,4,424,576
97,2,1,225,109,22,0,0,476,9,6,1,0,0,19,1,1,2,0,0,0,650,350
98,1,1,151,222,91,5,0,445,4,14,8,1,0,18,4,3,3,0,0,1,381,619
99,0,0,190,177,45,32,3,467,10,10,9,0,0,22,4,5,5,1,1,2,592,408
