match,blue_score,yellow_score,blue_robot_0_possession_frame,blue_robot_1_possession_frame,blue_robot_2_possession_frame,yellow_robot_0_possession_frame,yellow_robot_1_possession_frame,yellow_robot_2_possession_frame,blue_robot_0_intercept_time,blue_robot_1_intercept_time,blue_robot_2_intercept_time,yellow_robot_0_intercept_time,yellow_robot_1_intercept_time,yellow_robot_2_intercept_time,blue_robot_0_pass_time,blue_robot_1_pass_time,blue_robot_2_pass_time,yellow_robot_0_pass_time,yellow_robot_1_pass_time,yellow_robot_2_pass_time,ball_in_blue_half_frame,ball_in_yellow_half_frame
111,0,1,21,110,338,79,0,430,1,5,4,2,0,8,1,2,1,2,0,1,188,812
112,1,4,161,63,229,23,31,482,5,1,5,0,0,12,2,2,2,3,1,2,322,678
113,1,1,32,269,133,62,0,453,2,7,3,0,0,16,1,1,1,1,0,0,208,792
114,0,0,98,151,224,1,0,479,3,4,13,0,0,16,2,4,5,1,0,1,433,567
115,1,1,13,277,178,0,0,442,4,8,7,0,0,11,0,3,2,0,0,0,544,456
116,0,1,179,211,288,0,63,176,5,4,6,0,2,7,5,3,2,0,0,0,564,436
117,0,2,312,229,63,25,0,320,4,13,2,2,0,14,3,5,3,0,0,0,194,806
118,0,1,165,201,366,16,0,178,3,0,17,1,0,15,2,4,0,0,0,0,427,573
119,0,0,89,122,357,0,0,395,7,7,2,0,0,15,1,1,3,0,0,0,138,862
120,1,3,263,144,114,73,0,335,5,5,6,1,0,8,5,1,2,1,0,1,419,581
121,0,2,55,156,82,43,23,575,4,9,6,1,0,13,1,0,2,1,1,1,671,329
122,0,2,102,275,101,25,0,473,1,5,3,1,0,11,2,2,1,1,0,0,269,731
123,0,0,48,83,395,86,0,343,2,1,8,1,0,11,0,1,0,0,0,1,600,400
124,0,1,0,401,197,0,0,298,0,9,3,0,0,9,0,4,4,0,0,0,117,883
125,0,1,66,170,99,0,0,465,4,10,0,0,0,46,1,1,2,0,0,0,479,521
126,0,3,77,199,124,68,0,472,7,8,5,1,0,15,0,2,1,0,0,1,451,549
127,0,3,253,107,73,60,0,491,7,2,1,1,0,9,0,0,1,1,0,0,694,306
128,0,3,48,125,205,17,0,561,1,6,11,0,0,10,4,2,4,3,0,2,311,689
129,2,1,195,143,362,38,0,213,1,0,3,1,0,3,1,4,3,2,0,2,719,281
130,0,1,246,205,268,1,0,242,6,8,3,1,0,13,1,3,3,0,0,0,219,781
131,1,2,145,206,117,74,0,438,8,6,4,1,0,12,4,6,3,0,0,1,599,401
132,0,2,133,222,63,16,29,391,2,7,3,2,0,10,3,2,0,0,1,1,304,696
133,1,2,172,43,115,77,2,570,9,3,2,1,1,14,0,1,2,0,0,0,833,167
134,1,1,143,211,216,0,142,245,4,3,3,0,0,8,2,4,4,0,1,1,294,706
135,0,2,30,75,124,38,62,645,3,4,4,2,0,10,0,0,0,2,1,5,174,826
136,1,0,295,182,119,0,0,358,3,5,5,0,0,12,2,2,4,0,0,0,590,410
137,2,4,84,191,103,22,0,565,4,9,3,0,0,17,2,3,2,4,0,2,664,336
138,2,2,295,197,162,0,0,321,7,6,4,0,0,10,6,4,3,0,0,0,365,635
139,0,0,82,140,300,1,2,385,4,9,8,1,1,16,2,1,1,0,0,0,618,382
140,0,0,31,148,70,21,0,653,6,7,3,2,0,18,0,1,0,1,0,2,434,566
141,1,0,101,317,327,16,0,214,0,4,5,0,0,10,1,0,2,1,0,0,486,514
142,2,1,93,277,98,92,26,342,6,4,3,8,1,6,0,0,0,0,0,0,485,515
143,2,3,86,144,192,44,5,510,5,8,6,1,3,13,2,2,1,1,0,2,338,662
144,1,2,138,303,210,3,7,311,8,8,4,2,1,11,5,3,3,0,0,0,354,646
145,0,2,145,172,53,17,89,487,8,10,3,1,8,15,1,1,0,0,2,2,403,597
146,0,0,54,175,274,70,16,402,2,5,4,1,1,9,0,0,0,0,0,1,217,783
147,0,0,41,274,380,0,0,229,3,10,9,0,0,10,0,7,7,0,0,0,236,764
148,1,0,22,432,222,0,0,281,3,7,8,0,0,8,1,3,4,0,0,0,84,916
149,3,2,92,119,254,77,0,408,1,5,16,7,0,12,0,0,2,1,0,2,428,572
150,0,3,88,237,47,82,0,538,2,5,0,2,0,5,6,5,1,3,0,2,464,536
151,0,0,82,88,303,124,62,248,4,3,23,21,0,6,4,1,5,0,1,1,875,125
152,1,1,2,7,391,0,0,550,1,1,7,0,0,7,0,0,0,0,0,0,252,748
153,0,2,72,192,178,9,0,544,3,5,2,0,0,10,1,3,2,1,0,1,54,946
154,0,1,60,251,162,24,26,457,0,9,6,2,1,12,3,3,2,0,1,0,409,591
155,1,1,276,185,64,164,31,252,12,7,2,3,0,16,2,2,5,2,1,1,460,540
156,1,1,54,118,51,172,0,574,6,2,2,2,0,15,1,0,2,5,0,3,576,424
157,1,3,78,0,327,119,0,462,6,0,3,3,0,11,0,0,1,2,0,3,520,480
158,0,0,71,126,233,0,56,504,9,2,1,0,3,10,0,0,2,0,3,2,314,686
159,0,1,221,98,44,59,0,543,6,3,4,1,0,14,3,3,0,3,0,2,125,875
160,0,0,27,118,450,1,0,381,1,3,8,0,0,10,2,2,3,1,0,0,156,844
161,1,1,349,65,183,0,0,358,5,1,10,0,0,17,3,0,3,0,0,0,838,162
162,0,1,48,265,242,36,116,258,0,11,8,0,7,13,2,3,3,1,1,1,524,476
163,0,1,102,176,221,0,5,463,9,7,4,0,2,14,3,3,5,0,0,0,548,452
164,0,2,72,132,75,4,0,577,3,8,12,1,0,19,1,1,0,1,0,0,609,391
165,0,5,302,78,164,0,8,415,6,0,4,0,1,11,2,2,0,0,0,0,393,607
166,0,0,191,219,288,83,28,169,5,6,4,6,2,7,1,2,1,3,0,1,37,963
167,2,0,127,216,159,1,22,439,3,5,7,1,1,10,4,5,3,0,0,0,914,86
168,1,4,102,187,50,19,0,637,2,2,2,2,0,4,0,0,1,0,0,1,386,614
169,0,3,90,101,163,0,0,596,3,3,5,0,0,11,0,2,1,0,0,0,349,651
170,2,1,124,192,84,1,93,413,6,6,8,0,2,15,4,2,1,1,0,0,558,442
171,1,0,80,291,89,68,0,421,3,9,9,0,0,14,2,4,2,1,0,0,78,922
172,0,1,75,238,225,125,0,275,2,5,4,2,0,5,1,2,2,2,0,2,547,453
173,1,0,241,264,97,3,33,322,6,3,7,1,1,14,6,3,3,1,0,2,346,654
174,0,1,84,125,57,95,0,596,5,8,3,2,0,16,0,0,0,2,0,2,221,779
175,0,0,121,151,157,17,0,496,4,19,4,0,0,21,0,0,0,0,0,1,368,632
176,3,1,284,105,196,0,0,364,5,7,6,0,0,16,3,0,0,0,0,0,698,302
177,1,1,177,72,189,16,0,286,9,4,9,1,0,11,6,5,2,2,0,1,941,59
178,0,1,18,115,279,0,0,553,0,3,6,0,0,9,1,4,2,0,0,0,79,921
179,0,0,430,238,4,1,102,169,10,4,1,0,2,7,6,6,1,1,0,1,632,368
180,1,2,152,33,193,0,0,621,2,0,2,0,0,5,0,1,2,0,0,0,187,813
181,0,3,37,272,318,35,0,333,1,5,9,2,0,11,2,2,4,0,0,0,350,650
182,0,0,373,157,148,0,0,313,5,3,2,0,0,8,2,2,1,0,0,0,615,385
183,1,1,51,200,195,2,0,464,3,3,9,0,0,12,1,0,3,1,0,1,276,724
184,2,0,48,119,488,0,0,316,0,6,4,0,0,9,1,1,1,0,0,0,416,584
185,1,0,136,268,130,63,0,396,1,2,3,2,0,6,5,6,2,3,0,5,559,441
186,0,1,609,61,71,42,0,115,10,8,3,7,0,8,2,0,2,0,0,0,769,231
187,1,0,78,141,227,0,52,484,7,4,7,0,2,14,1,3,1,0,0,1,179,821
188,0,1,103,167,229,18,0,339,2,12,3,0,0,12,2,2,4,1,0,1,433,567
189,0,1,180,53,245,0,0,492,3,1,1,0,0,14,1,2,4,0,0,0,327,673
190,2,4,140,43,141,2,0,640,1,2,9,2,0,10,2,1,1,0,0,0,340,660
191,0,1,118,206,383,59,0,209,5,5,4,0,0,13,4,3,7,1,0,0,213,787
192,2,2,110,206,188,20,10,367,2,7,5,1,0,10,0,0,3,1,1,1,329,671
193,1,1,53,66,233,181,13,412,3,3,10,7,1,17,1,2,2,2,0,4,312,688
194,0,2,0,98,80,71,20,701,0,5,4,0,0,10,0,0,1,2,1,1,439,561
195,0,0,0,420,172,5,0,351,0,11,5,0,0,10,0,5,7,0,0,1,186,814
196,0,1,190,343,33,0,0,371,9,4,1,0,0,17,4,3,2,0,0,0,104,896
197,0,3,126,109,78,84,0,454,9,5,4,0,0,22,1,0,3,4,0,2,501,499
198,0,0,10,714,125,11,0,128,2,4,1,1,0,6,0,4,3,0,0,0,0,1000
199,0,0,28,212,207,0,112,367,2,2,6,0,0,11,2,5,4,0,1,0,435,565
200,0,1,0,111,274,82,0,532,0,1,6,0,0,7,0,1,1,1,0,1,193,807
201,2,0,232,203,132,21,15,316,14,7,3,3,1,17,7,6,3,0,0,0,496,504
202,1,0,144,60,0,36,0,693,10,3,0,2,0,15,0,0,0,0,0,2,354,646
203,3,1,9,89,397,0,0,477,1,4,12,0,0,12,2,2,2,0,0,0,510,490
204,0,2,151,209,144,31,3,374,5,5,0,2,2,11,3,3,1,2,0,2,315,685
205,2,0,185,245,215,0,41,302,6,5,3,0,1,10,4,3,3,0,0,1,553,447
206,0,0,22,267,369,0,0,322,3,6,6,0,0,15,0,2,0,0,0,0,135,865
207,0,1,126,225,36,113,25,447,3,9,2,3,0,10,1,1,1,2,1,1,267,733
208,0,1,223,198,206,0,0,372,2,2,2,0,0,5,1,4,3,0,0,0,160,840
209,1,0,187,69,530,0,0,205,3,1,3,0,0,8,2,2,2,0,0,0,421,579
210,0,2,157,244,15,0,27,546,11,3,1,0,1,18,2,3,0,0,1,1,91,909
211,3,2,101,145,130,67,67,403,7,4,4,3,0,12,1,2,2,1,1,3,353,647
212,1,0,406,177,44,0,65,267,6,1,1,0,2,8,3,3,1,0,0,0,155,845
213,0,0,168,116,166,115,0,406,5,6,3,4,0,6,1,1,1,4,0,4,524,476
214,0,0,0,193,576,0,0,202,0,9,6,0,0,13,0,7,6,0,0,0,0,1000
215,0,1,0,258,450,29,0,256,0,1,7,0,0,9,0,3,2,1,0,0,0,1000
216,0,1,296,100,153,0,0,449,1,2,4,0,0,8,1,0,1,0,0,0,0,1000
217,0,1,15,231,73,0,0,648,4,3,2,0,0,10,0,0,1,0,0,0,467,533
218,1,0,197,163,339,0,0,250,2,2,9,0,0,11,2,3,5,0,0,0,593,407
219,0,3,74,254,71,27,108,400,2,6,7,0,1,11,1,0,2,1,2,0,114,886
220,0,1,166,162,53,94,62,429,3,10,2,0,2,4,4,1,4,1,0,2,547,453
221,0,3,224,35,167,117,0,449,1,1,8,1,0,10,2,1,1,1,0,0,239,761
222,0,1,160,227,204,60,86,242,6,5,3,2,1,11,3,2,3,1,1,0,472,528
223,0,0,123,352,164,0,29,261,5,10,7,0,1,11,3,7,9,0,1,1,251,749
224,1,0,131,146,212,47,5,387,12,4,8,1,2,15,2,2,5,0,0,1,813,187
225,4,1,2,276,399,0,0,311,1,6,3,0,0,9,0,2,0,0,0,0,706,294
226,1,0,326,67,257,0,0,335,3,1,6,0,0,10,2,3,4,0,0,0,55,945
227,0,3,111,46,85,185,4,539,3,3,5,4,0,6,2,1,1,4,1,6,284,716
228,0,0,5,405,136,0,0,238,1,9,1,0,0,8,0,4,3,0,0,0,28,972
229,0,1,76,188,146,0,0,563,1,7,4,0,0,19,0,0,1,0,0,0,70,930
230,0,0,119,130,262,21,131,320,4,3,6,1,2,10,1,0,1,1,2,0,443,557
231,0,2,0,152,80,21,129,575,0,5,2,0,1,7,0,1,0,1,3,4,0,1000
232,0,1,162,384,172,0,0,254,3,12,3,0,0,11,5,3,2,0,0,0,541,459
233,0,0,58,280,35,1,0,604,1,4,5,0,0,8,0,5,1,1,0,1,369,631
234,2,0,322,221,171,0,0,258,4,2,4,0,0,8,1,4,1,0,0,0,744,256
235,0,0,549,147,73,0,2,213,7,5,2,0,0,12,3,2,0,0,1,0,400,600
236,1,0,42,240,243,1,0,435,2,1,12,0,0,12,1,5,3,1,0,0,252,748
237,1,0,355,0,79,0,0,474,14,0,13,0,0,22,1,0,1,0,0,0,457,543
238,0,1,52,160,306,21,0,442,0,9,3,0,0,9,0,3,1,2,0,0,135,865
239,1,1,257,48,171,0,9,459,13,4,11,0,1,28,2,1,3,0,0,0,721,279
240,0,0,369,64,60,0,0,497,1,4,1,0,0,6,3,0,3,0,0,0,580,420
241,0,3,239,140,80,62,15,402,8,3,2,0,0,19,0,3,0,1,2,3,411,589
242,2,1,191,27,229,53,0,488,8,0,3,2,0,11,1,2,2,0,0,0,464,536
243,0,3,61,131,201,0,7,568,1,5,2,0,2,15,0,1,1,0,0,1,433,567
244,0,1,109,183,122,26,0,441,6,6,3,2,0,11,1,3,1,3,0,3,125,875
245,0,2,188,206,58,49,0,451,3,8,1,0,0,8,4,5,2,3,0,3,612,388
246,0,0,237,90,151,31,0,425,12,5,7,3,0,16,5,2,1,0,0,0,382,618
247,0,1,243,121,271,0,10,320,0,6,3,0,0,10,4,2,4,0,1,0,341,659
248,0,5,161,41,47,45,0,703,2,2,4,0,0,7,1,0,0,1,0,1,212,788
249,0,1,22,151,303,20,79,408,1,6,3,0,0,10,0,1,3,1,1,1,311,689
250,1,0,173,202,289,0,0,110,2,4,8,0,0,8,5,3,4,0,0,0,370,630
251,0,1,283,42,432,0,0,184,2,2,4,0,0,6,3,3,0,0,0,0,761,239
252,0,2,53,277,141,18,28,391,4,17,8,1,2,11,1,7,5,0,0,0,346,654
253,2,1,114,162,128,16,3,521,2,0,1,0,1,9,1,2,0,1,0,1,220,780
254,0,0,187,11,446,0,0,313,1,0,5,0,0,6,2,1,3,0,0,0,554,446
255,0,2,114,28,254,125,77,350,5,1,7,2,2,9,1,1,2,1,0,2,342,658
256,0,0,216,46,431,0,80,176,7,0,11,0,1,12,1,5,5,0,1,1,243,757
257,0,3,26,285,55,58,0,523,3,11,4,1,0,13,3,4,0,0,0,1,196,804
258,2,1,196,91,499,33,1,120,2,2,4,1,1,6,2,3,3,0,0,1,483,517
259,1,1,461,182,75,0,0,245,6,1,2,0,0,10,4,2,5,0,0,0,622,378
260,2,0,63,25,357,120,11,391,3,2,17,4,1,10,2,1,2,0,1,1,399,601
261,0,1,49,275,161,32,0,435,3,5,4,2,0,16,1,4,4,3,0,4,57,943
262,1,2,207,188,142,207,0,219,8,8,4,1,0,12,3,6,2,1,0,1,284,716
263,0,1,418,81,136,0,0,353,2,2,6,0,0,10,3,1,4,0,0,0,0,1000
264,0,4,218,74,104,50,0,505,7,4,2,0,0,12,3,2,1,4,0,2,451,549
265,0,2,138,161,38,32,76,511,11,16,0,2,6,10,2,1,1,0,4,2,421,579
266,0,1,102,268,163,118,37,285,3,7,4,3,1,11,1,1,3,2,0,2,346,654
267,0,1,146,155,205,0,0,467,4,5,4,0,0,13,4,4,1,0,0,0,647,353
268,0,3,203,59,24,7,0,705,3,4,2,0,0,11,0,0,0,1,0,0,734,266
269,0,1,176,19,165,49,0,473,14,3,4,2,0,14,2,0,1,2,0,1,313,687
270,1,1,115,92,209,0,39,519,4,2,6,0,0,9,1,2,3,0,1,0,588,412
271,0,3,106,124,89,2,0,660,3,1,6,0,0,5,2,1,2,1,0,1,465,535
272,2,3,48,153,152,65,0,569,5,6,3,1,0,15,2,1,1,2,0,2,399,601
273,0,0,57,415,270,0,0,236,1,6,8,0,0,8,4,2,2,0,0,0,305,695
274,0,0,149,467,92,0,0,249,6,4,3,0,0,14,2,3,1,0,0,0,616,384
275,0,2,85,276,151,0,0,380,2,9,2,0,0,15,1,5,2,0,0,0,171,829
276,0,1,79,315,121,42,0,386,3,11,3,3,0,9,3,3,0,1,0,1,82,918
277,0,1,143,148,185,0,0,473,11,2,7,0,0,21,0,0,3,0,0,0,360,640
278,1,0,211,69,337,23,45,236,6,2,21,2,4,14,2,2,5,0,1,2,705,295
279,0,0,283,67,333,46,0,264,1,0,4,1,0,5,3,2,2,0,0,1,782,218
280,0,1,325,60,28,8,64,485,3,6,4,0,2,10,1,0,0,1,0,3,756,244
281,0,0,423,126,38,0,0,379,7,5,4,0,0,8,4,2,1,0,0,0,337,663
282,0,0,213,266,141,23,0,278,8,3,17,4,0,20,3,2,0,1,0,0,158,842
283,3,1,142,191,258,0,0,391,3,5,4,0,0,12,4,3,1,0,0,0,563,437
284,4,1,92,259,151,56,0,332,1,1,8,1,0,7,2,4,1,1,0,2,409,591
285,2,3,175,106,57,0,0,550,4,6,8,0,0,18,2,0,3,0,0,0,475,525
286,0,0,195,255,208,20,1,280,2,9,7,1,1,14,3,3,2,0,0,1,681,319
287,1,1,96,160,189,79,0,473,2,2,2,0,0,7,1,4,3,1,0,0,185,815
288,1,0,101,168,43,0,20,558,2,11,2,0,1,25,1,1,1,0,0,0,277,723
289,1,1,0,264,275,24,0,412,0,9,8,0,0,11,0,5,6,1,0,1,274,726
290,0,3,89,187,221,0,4,478,2,2,4,0,1,10,1,2,1,0,0,1,157,843
