match,blue_score,yellow_score,blue_robot_0_possession_frame,blue_robot_1_possession_frame,blue_robot_2_possession_frame,yellow_robot_0_possession_frame,yellow_robot_1_possession_frame,yellow_robot_2_possession_frame,blue_robot_0_intercept_time,blue_robot_1_intercept_time,blue_robot_2_intercept_time,yellow_robot_0_intercept_time,yellow_robot_1_intercept_time,yellow_robot_2_intercept_time,blue_robot_0_pass_time,blue_robot_1_pass_time,blue_robot_2_pass_time,yellow_robot_0_pass_time,yellow_robot_1_pass_time,yellow_robot_2_pass_time,ball_in_blue_half_frame,ball_in_yellow_half_frame,coach_top_1_acc,coach_top_2_acc,possession_blue,possession_yellow,intercept_blue,intercept_yellow,passing_blue,passing_yellow
20.0,1.0,1.0,254.0,385.0,124.0,15.0,30.0,153.0,4.0,3.0,1.0,1.0,2.0,3.0,5.0,4.0,3.0,0.0,0.0,0.0,676.0,324.0,0.6571428571428571,0.8,763.0,198.0,8.0,6.0,12.0,0.0
21.0,0.0,0.0,184.0,61.0,359.0,74.0,219.0,78.0,7.0,5.0,5.0,4.0,5.0,5.0,1.0,1.0,6.0,1.0,1.0,1.0,332.0,668.0,0.6176470588235294,0.7941176470588235,604.0,371.0,17.0,14.0,8.0,3.0
22.0,1.0,1.0,703.0,167.0,71.0,18.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,5.0,2.0,4.0,0.0,0.0,0.0,450.0,550.0,0.6571428571428571,0.7714285714285715,941.0,18.0,5.0,1.0,11.0,0.0
23.0,3.0,1.0,196.0,428.0,121.0,33.0,102.0,77.0,7.0,6.0,3.0,4.0,4.0,4.0,4.0,6.0,3.0,0.0,1.0,1.0,510.0,490.0,0.5277777777777778,0.6388888888888888,745.0,212.0,16.0,12.0,13.0,2.0
24.0,1.0,0.0,287.0,227.0,171.0,182.0,53.0,63.0,4.0,6.0,5.0,2.0,5.0,2.0,3.0,2.0,4.0,0.0,0.0,0.0,206.0,794.0,0.5294117647058824,0.6470588235294118,685.0,298.0,15.0,9.0,9.0,0.0
25.0,1.0,0.0,395.0,369.0,133.0,5.0,4.0,77.0,4.0,2.0,3.0,1.0,2.0,1.0,6.0,9.0,5.0,0.0,0.0,0.0,483.0,517.0,0.6285714285714286,0.8,897.0,86.0,9.0,4.0,20.0,0.0
26.0,0.0,0.0,155.0,425.0,199.0,0.0,26.0,191.0,3.0,3.0,0.0,0.0,1.0,2.0,4.0,3.0,2.0,0.0,0.0,0.0,313.0,687.0,0.5294117647058824,0.7352941176470589,779.0,217.0,6.0,3.0,9.0,0.0
27.0,0.0,0.0,265.0,262.0,364.0,0.0,16.0,72.0,2.0,1.0,5.0,0.0,2.0,5.0,9.0,4.0,6.0,0.0,0.0,0.0,466.0,534.0,0.6470588235294118,0.8823529411764706,891.0,88.0,8.0,7.0,19.0,0.0
28.0,0.0,0.0,78.0,503.0,206.0,0.0,107.0,95.0,2.0,6.0,1.0,0.0,6.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,531.0,469.0,0.6764705882352942,0.8235294117647058,787.0,202.0,9.0,8.0,7.0,0.0
29.0,0.0,0.0,273.0,377.0,216.0,60.0,11.0,59.0,0.0,4.0,0.0,1.0,0.0,4.0,2.0,2.0,3.0,1.0,1.0,0.0,461.0,539.0,0.5294117647058824,0.8823529411764706,866.0,130.0,4.0,5.0,7.0,2.0
30.0,0.0,0.0,164.0,370.0,216.0,5.0,39.0,191.0,4.0,6.0,4.0,1.0,1.0,5.0,6.0,7.0,3.0,0.0,1.0,1.0,760.0,240.0,0.6764705882352942,0.8823529411764706,750.0,235.0,14.0,7.0,16.0,2.0
31.0,1.0,1.0,53.0,376.0,384.0,85.0,80.0,4.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,144.0,856.0,0.8285714285714286,0.8571428571428571,813.0,169.0,7.0,4.0,5.0,2.0
32.0,1.0,2.0,116.0,356.0,229.0,11.0,59.0,221.0,3.0,3.0,1.0,1.0,2.0,6.0,3.0,4.0,3.0,1.0,2.0,0.0,427.0,573.0,0.4,0.7142857142857143,701.0,291.0,7.0,9.0,10.0,3.0
33.0,0.0,0.0,113.0,436.0,188.0,0.0,52.0,203.0,3.0,3.0,2.0,0.0,1.0,3.0,2.0,6.0,3.0,0.0,0.0,0.0,66.0,934.0,0.7941176470588235,0.8529411764705882,737.0,255.0,8.0,4.0,11.0,0.0
34.0,0.0,1.0,148.0,283.0,116.0,185.0,220.0,25.0,4.0,4.0,0.0,4.0,4.0,2.0,1.0,4.0,3.0,1.0,1.0,0.0,226.0,774.0,0.6285714285714286,0.8571428571428571,547.0,430.0,8.0,10.0,8.0,2.0
35.0,0.0,0.0,299.0,379.0,207.0,0.0,0.0,113.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,3.0,0.0,0.0,0.0,361.0,639.0,0.5882352941176471,0.8529411764705882,885.0,113.0,2.0,1.0,12.0,0.0
36.0,0.0,1.0,336.0,289.0,110.0,85.0,56.0,84.0,4.0,3.0,1.0,2.0,0.0,4.0,4.0,2.0,4.0,0.0,1.0,0.0,921.0,79.0,0.6764705882352942,0.8529411764705882,735.0,225.0,8.0,6.0,10.0,1.0
37.0,0.0,0.0,390.0,214.0,130.0,98.0,161.0,0.0,3.0,2.0,1.0,3.0,1.0,0.0,7.0,4.0,4.0,1.0,1.0,0.0,404.0,596.0,0.6764705882352942,0.8823529411764706,734.0,259.0,6.0,4.0,15.0,2.0
38.0,1.0,1.0,176.0,465.0,73.0,130.0,2.0,0.0,1.0,3.0,2.0,1.0,2.0,0.0,5.0,7.0,3.0,0.0,0.0,0.0,759.0,241.0,0.8235294117647058,0.8823529411764706,714.0,132.0,6.0,3.0,15.0,0.0
39.0,0.0,0.0,206.0,237.0,210.0,118.0,224.0,0.0,1.0,4.0,1.0,1.0,3.0,0.0,6.0,8.0,4.0,1.0,0.0,0.0,94.0,906.0,0.6470588235294118,0.8823529411764706,653.0,342.0,6.0,4.0,18.0,1.0
40.0,1.0,0.0,419.0,295.0,140.0,0.0,104.0,14.0,5.0,2.0,3.0,0.0,9.0,2.0,4.0,4.0,3.0,0.0,0.0,1.0,596.0,404.0,0.6764705882352942,0.8235294117647058,854.0,118.0,10.0,11.0,11.0,1.0
41.0,0.0,0.0,194.0,400.0,277.0,0.0,44.0,80.0,2.0,2.0,2.0,0.0,1.0,2.0,4.0,5.0,6.0,0.0,0.0,0.0,667.0,333.0,0.5882352941176471,0.8235294117647058,871.0,124.0,6.0,3.0,15.0,0.0
42.0,0.0,1.0,234.0,381.0,167.0,0.0,92.0,97.0,6.0,4.0,3.0,0.0,2.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,190.0,810.0,0.6764705882352942,0.8823529411764706,782.0,189.0,13.0,6.0,6.0,0.0
43.0,1.0,0.0,360.0,197.0,60.0,16.0,172.0,195.0,4.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,536.0,464.0,0.5882352941176471,0.7941176470588235,617.0,383.0,4.0,5.0,9.0,4.0
44.0,1.0,0.0,240.0,392.0,89.0,67.0,66.0,84.0,2.0,4.0,1.0,3.0,1.0,1.0,5.0,8.0,3.0,0.0,1.0,0.0,693.0,307.0,0.5588235294117647,0.7352941176470589,721.0,217.0,7.0,5.0,16.0,1.0
45.0,2.0,0.0,378.0,262.0,215.0,14.0,116.0,14.0,3.0,1.0,2.0,2.0,4.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,519.0,481.0,0.6285714285714286,0.8285714285714286,855.0,144.0,6.0,7.0,7.0,0.0
46.0,0.0,1.0,313.0,532.0,97.0,47.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,7.0,9.0,1.0,0.0,0.0,0.0,766.0,234.0,0.7142857142857143,0.9142857142857143,942.0,47.0,5.0,1.0,17.0,0.0
47.0,2.0,1.0,146.0,300.0,186.0,17.0,48.0,250.0,0.0,4.0,2.0,1.0,0.0,3.0,2.0,4.0,4.0,1.0,1.0,0.0,331.0,669.0,0.4857142857142857,0.7428571428571429,632.0,315.0,6.0,4.0,10.0,2.0
48.0,1.0,0.0,284.0,324.0,227.0,22.0,111.0,25.0,5.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,223.0,777.0,0.4411764705882353,0.5882352941176471,835.0,158.0,7.0,6.0,6.0,0.0
49.0,0.0,0.0,313.0,372.0,119.0,115.0,66.0,6.0,4.0,6.0,0.0,6.0,0.0,1.0,4.0,4.0,2.0,0.0,1.0,0.0,503.0,497.0,0.6176470588235294,0.7647058823529411,804.0,187.0,10.0,7.0,10.0,1.0
50.0,1.0,1.0,288.0,165.0,332.0,25.0,20.0,92.0,5.0,2.0,5.0,2.0,0.0,5.0,6.0,5.0,6.0,0.0,1.0,1.0,406.0,594.0,0.5428571428571428,0.8,785.0,137.0,12.0,7.0,17.0,2.0
51.0,1.0,0.0,101.0,400.0,229.0,68.0,92.0,98.0,2.0,3.0,3.0,1.0,2.0,1.0,4.0,2.0,5.0,1.0,0.0,0.0,497.0,503.0,0.5714285714285714,0.7428571428571429,730.0,258.0,8.0,4.0,11.0,1.0
52.0,0.0,2.0,60.0,184.0,470.0,99.0,102.0,76.0,1.0,2.0,5.0,3.0,3.0,5.0,1.0,1.0,3.0,0.0,2.0,0.0,211.0,789.0,0.5555555555555556,0.7777777777777778,714.0,277.0,8.0,11.0,5.0,2.0
53.0,0.0,0.0,225.0,226.0,153.0,207.0,93.0,93.0,2.0,6.0,1.0,5.0,0.0,2.0,4.0,2.0,5.0,0.0,1.0,0.0,659.0,341.0,0.6764705882352942,0.9117647058823529,604.0,393.0,9.0,7.0,11.0,1.0
54.0,0.0,0.0,412.0,76.0,235.0,11.0,115.0,79.0,4.0,2.0,2.0,1.0,11.0,1.0,3.0,2.0,1.0,0.0,1.0,2.0,390.0,610.0,0.6764705882352942,0.7352941176470589,723.0,205.0,8.0,13.0,6.0,3.0
55.0,0.0,0.0,104.0,402.0,163.0,41.0,254.0,0.0,1.0,6.0,0.0,4.0,2.0,0.0,4.0,5.0,2.0,0.0,0.0,0.0,411.0,589.0,0.7058823529411765,0.8823529411764706,669.0,295.0,7.0,6.0,11.0,0.0
56.0,0.0,0.0,307.0,279.0,246.0,60.0,13.0,7.0,2.0,4.0,3.0,1.0,0.0,2.0,6.0,8.0,7.0,0.0,1.0,0.0,253.0,747.0,0.5588235294117647,0.7352941176470589,832.0,80.0,9.0,3.0,21.0,1.0
57.0,1.0,1.0,476.0,179.0,125.0,2.0,216.0,0.0,4.0,1.0,0.0,1.0,2.0,0.0,3.0,4.0,2.0,0.0,0.0,0.0,371.0,629.0,0.6285714285714286,0.8857142857142857,780.0,218.0,5.0,3.0,9.0,0.0
58.0,0.0,0.0,263.0,248.0,234.0,61.0,81.0,89.0,2.0,5.0,3.0,3.0,1.0,2.0,3.0,9.0,7.0,0.0,0.0,0.0,851.0,149.0,0.6176470588235294,0.7352941176470589,745.0,231.0,10.0,6.0,19.0,0.0
59.0,1.0,0.0,367.0,252.0,219.0,26.0,65.0,31.0,5.0,2.0,5.0,3.0,1.0,5.0,9.0,6.0,6.0,0.0,0.0,0.0,761.0,239.0,0.7058823529411765,0.8235294117647058,838.0,122.0,12.0,9.0,21.0,0.0
60.0,0.0,1.0,152.0,470.0,217.0,0.0,108.0,36.0,3.0,0.0,5.0,0.0,1.0,2.0,8.0,5.0,4.0,0.0,0.0,0.0,351.0,649.0,0.6470588235294118,0.8235294117647058,839.0,144.0,8.0,3.0,17.0,0.0
61.0,1.0,0.0,298.0,302.0,182.0,85.0,36.0,68.0,2.0,5.0,6.0,2.0,4.0,2.0,5.0,6.0,4.0,1.0,0.0,0.0,279.0,721.0,0.6470588235294118,0.9117647058823529,782.0,189.0,13.0,8.0,15.0,1.0
62.0,0.0,1.0,194.0,511.0,225.0,0.0,0.0,66.0,4.0,1.0,1.0,0.0,0.0,3.0,3.0,7.0,3.0,0.0,0.0,0.0,537.0,463.0,0.6,0.8571428571428571,930.0,66.0,6.0,3.0,13.0,0.0
63.0,0.0,0.0,441.0,394.0,85.0,2.0,0.0,76.0,2.0,0.0,0.0,1.0,0.0,1.0,8.0,7.0,2.0,0.0,0.0,0.0,797.0,203.0,0.6176470588235294,0.7941176470588235,920.0,78.0,2.0,2.0,17.0,0.0
64.0,0.0,0.0,355.0,339.0,178.0,95.0,0.0,14.0,2.0,1.0,1.0,0.0,0.0,0.0,7.0,5.0,6.0,1.0,0.0,0.0,0.0,1000.0,0.6764705882352942,0.9411764705882353,872.0,109.0,4.0,0.0,18.0,1.0
65.0,2.0,0.0,303.0,266.0,136.0,0.0,56.0,229.0,3.0,5.0,1.0,0.0,3.0,8.0,8.0,3.0,4.0,0.0,0.0,0.0,915.0,85.0,0.6571428571428571,0.8285714285714286,705.0,285.0,9.0,11.0,15.0,0.0
66.0,0.0,1.0,205.0,444.0,102.0,32.0,130.0,87.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,346.0,654.0,0.5294117647058824,0.6764705882352942,751.0,249.0,5.0,5.0,4.0,1.0
67.0,0.0,0.0,328.0,172.0,367.0,39.0,28.0,49.0,3.0,1.0,5.0,1.0,2.0,1.0,5.0,5.0,7.0,0.0,0.0,1.0,643.0,357.0,0.5588235294117647,0.7352941176470589,867.0,116.0,9.0,4.0,17.0,1.0
68.0,1.0,1.0,202.0,317.0,149.0,53.0,0.0,256.0,3.0,5.0,2.0,3.0,0.0,6.0,5.0,5.0,2.0,0.0,0.0,0.0,576.0,424.0,0.5714285714285714,0.8571428571428571,668.0,309.0,10.0,9.0,12.0,0.0
69.0,0.0,0.0,105.0,381.0,62.0,173.0,9.0,134.0,5.0,4.0,0.0,2.0,3.0,4.0,1.0,3.0,1.0,0.0,0.0,0.0,345.0,655.0,0.6470588235294118,0.8235294117647058,548.0,316.0,9.0,9.0,5.0,0.0
70.0,1.0,1.0,293.0,316.0,382.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,5.0,4.0,0.0,0.0,0.0,309.0,691.0,0.6857142857142857,0.8571428571428571,991.0,0.0,3.0,0.0,13.0,0.0
71.0,1.0,1.0,157.0,311.0,387.0,103.0,0.0,31.0,2.0,1.0,2.0,2.0,0.0,1.0,6.0,3.0,3.0,0.0,0.0,0.0,271.0,729.0,0.6857142857142857,0.9142857142857143,855.0,134.0,5.0,3.0,12.0,0.0
72.0,0.0,0.0,240.0,147.0,400.0,20.0,0.0,156.0,5.0,0.0,5.0,3.0,0.0,5.0,4.0,6.0,5.0,0.0,0.0,0.0,325.0,675.0,0.6176470588235294,0.8235294117647058,787.0,176.0,10.0,8.0,15.0,0.0
73.0,0.0,1.0,318.0,416.0,129.0,28.0,22.0,63.0,5.0,6.0,2.0,1.0,2.0,2.0,1.0,11.0,9.0,0.0,0.0,0.0,470.0,530.0,0.6,0.8285714285714286,863.0,113.0,13.0,5.0,21.0,0.0
74.0,0.0,0.0,153.0,556.0,125.0,68.0,45.0,29.0,5.0,1.0,4.0,4.0,2.0,2.0,2.0,6.0,3.0,0.0,0.0,0.0,741.0,259.0,0.6176470588235294,0.7941176470588235,834.0,142.0,10.0,8.0,11.0,0.0
75.0,0.0,0.0,163.0,565.0,162.0,0.0,79.0,22.0,0.0,3.0,0.0,0.0,1.0,1.0,8.0,7.0,3.0,0.0,0.0,1.0,325.0,675.0,0.6764705882352942,0.8529411764705882,890.0,101.0,3.0,2.0,18.0,1.0
76.0,1.0,0.0,463.0,397.0,94.0,8.0,3.0,27.0,4.0,1.0,1.0,0.0,1.0,3.0,9.0,6.0,4.0,1.0,0.0,0.0,944.0,56.0,0.6285714285714286,0.8,954.0,38.0,6.0,4.0,19.0,1.0
77.0,0.0,0.0,290.0,290.0,18.0,101.0,207.0,79.0,4.0,10.0,0.0,0.0,5.0,5.0,5.0,2.0,0.0,1.0,0.0,1.0,328.0,672.0,0.5,0.7352941176470589,598.0,387.0,14.0,10.0,7.0,2.0
78.0,1.0,0.0,393.0,418.0,124.0,0.0,61.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,7.0,8.0,3.0,0.0,0.0,0.0,916.0,84.0,0.6470588235294118,0.7941176470588235,935.0,61.0,4.0,2.0,18.0,0.0
79.0,0.0,0.0,129.0,316.0,195.0,113.0,153.0,75.0,2.0,9.0,3.0,6.0,6.0,1.0,0.0,4.0,2.0,0.0,1.0,1.0,160.0,840.0,0.7058823529411765,0.8235294117647058,640.0,341.0,14.0,13.0,6.0,2.0
80.0,0.0,0.0,223.0,493.0,179.0,0.0,12.0,73.0,1.0,3.0,4.0,0.0,1.0,2.0,5.0,5.0,5.0,0.0,0.0,0.0,613.0,387.0,0.5294117647058824,0.7647058823529411,895.0,85.0,8.0,3.0,15.0,0.0
81.0,0.0,1.0,182.0,527.0,167.0,0.0,71.0,5.0,1.0,3.0,0.0,0.0,3.0,1.0,2.0,3.0,2.0,0.0,1.0,0.0,554.0,446.0,0.6764705882352942,0.8235294117647058,876.0,76.0,4.0,4.0,7.0,1.0
82.0,1.0,1.0,254.0,422.0,1.0,0.0,209.0,77.0,4.0,2.0,0.0,0.0,2.0,3.0,4.0,3.0,1.0,0.0,0.0,1.0,564.0,436.0,0.5428571428571428,0.7428571428571429,677.0,286.0,6.0,5.0,8.0,1.0
83.0,0.0,0.0,256.0,291.0,299.0,25.0,17.0,70.0,2.0,4.0,2.0,1.0,0.0,3.0,7.0,6.0,6.0,1.0,1.0,1.0,530.0,470.0,0.47058823529411764,0.7647058823529411,846.0,112.0,8.0,4.0,19.0,3.0
84.0,1.0,0.0,46.0,609.0,54.0,34.0,91.0,145.0,5.0,6.0,2.0,3.0,1.0,3.0,0.0,3.0,2.0,0.0,1.0,0.0,734.0,266.0,0.6285714285714286,0.8571428571428571,709.0,270.0,13.0,7.0,5.0,1.0
85.0,1.0,0.0,330.0,309.0,132.0,38.0,129.0,32.0,2.0,8.0,2.0,2.0,4.0,3.0,8.0,4.0,4.0,1.0,0.0,0.0,680.0,320.0,0.5588235294117647,0.7941176470588235,771.0,199.0,12.0,9.0,16.0,1.0
86.0,0.0,2.0,389.0,235.0,295.0,0.0,0.0,81.0,1.0,1.0,3.0,0.0,0.0,5.0,5.0,4.0,7.0,0.0,0.0,0.0,496.0,504.0,0.5428571428571428,0.8285714285714286,919.0,81.0,5.0,5.0,16.0,0.0
87.0,0.0,0.0,344.0,304.0,115.0,1.0,26.0,193.0,2.0,6.0,5.0,1.0,1.0,2.0,5.0,9.0,9.0,0.0,0.0,0.0,789.0,211.0,0.6176470588235294,0.7941176470588235,763.0,220.0,13.0,4.0,23.0,0.0
88.0,1.0,0.0,287.0,499.0,99.0,2.0,1.0,105.0,1.0,3.0,0.0,1.0,1.0,1.0,6.0,8.0,2.0,0.0,0.0,0.0,501.0,499.0,0.7352941176470589,0.8529411764705882,885.0,108.0,4.0,3.0,16.0,0.0
89.0,2.0,0.0,187.0,487.0,0.0,47.0,207.0,65.0,2.0,5.0,0.0,3.0,3.0,1.0,3.0,4.0,0.0,0.0,0.0,1.0,379.0,621.0,0.6571428571428571,0.8,674.0,319.0,7.0,7.0,7.0,1.0
90.0,0.0,1.0,375.0,224.0,136.0,146.0,9.0,98.0,4.0,3.0,2.0,2.0,2.0,2.0,5.0,5.0,8.0,0.0,0.0,0.0,249.0,751.0,0.7058823529411765,0.8529411764705882,735.0,253.0,9.0,6.0,18.0,0.0
91.0,0.0,0.0,37.0,369.0,154.0,159.0,106.0,111.0,2.0,3.0,6.0,6.0,3.0,2.0,4.0,8.0,3.0,0.0,2.0,1.0,780.0,220.0,0.5588235294117647,0.8823529411764706,560.0,376.0,11.0,11.0,15.0,3.0
92.0,0.0,0.0,147.0,448.0,49.0,102.0,98.0,147.0,6.0,9.0,1.0,2.0,3.0,8.0,1.0,1.0,1.0,1.0,0.0,0.0,285.0,715.0,0.5294117647058824,0.7647058823529411,644.0,347.0,16.0,13.0,3.0,1.0
93.0,0.0,0.0,223.0,314.0,117.0,25.0,113.0,154.0,5.0,3.0,1.0,0.0,2.0,4.0,6.0,6.0,2.0,1.0,1.0,1.0,839.0,161.0,0.7941176470588235,0.8529411764705882,654.0,292.0,9.0,6.0,14.0,3.0
94.0,0.0,1.0,109.0,127.0,562.0,14.0,132.0,38.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,0.0,0.0,2.0,108.0,892.0,0.6285714285714286,0.8285714285714286,798.0,184.0,5.0,3.0,8.0,2.0
95.0,0.0,0.0,275.0,360.0,76.0,3.0,165.0,74.0,4.0,2.0,1.0,1.0,4.0,0.0,4.0,6.0,2.0,0.0,0.0,1.0,190.0,810.0,0.47058823529411764,0.9117647058823529,711.0,242.0,7.0,5.0,12.0,1.0
96.0,1.0,0.0,229.0,395.0,92.0,0.0,79.0,189.0,3.0,7.0,0.0,0.0,2.0,5.0,7.0,5.0,2.0,0.0,1.0,1.0,690.0,310.0,0.6764705882352942,0.7941176470588235,716.0,268.0,10.0,7.0,14.0,2.0
97.0,0.0,1.0,221.0,338.0,90.0,2.0,6.0,241.0,1.0,4.0,2.0,2.0,1.0,1.0,3.0,2.0,4.0,0.0,0.0,1.0,354.0,646.0,0.7941176470588235,0.8235294117647058,649.0,249.0,7.0,4.0,9.0,1.0
98.0,1.0,0.0,632.0,187.0,53.0,19.0,0.0,45.0,3.0,2.0,0.0,1.0,0.0,2.0,9.0,11.0,3.0,0.0,0.0,0.0,936.0,64.0,0.5882352941176471,0.7941176470588235,872.0,64.0,5.0,3.0,23.0,0.0
