match,blue_score,yellow_score,blue_robot_0_possession_frame,blue_robot_1_possession_frame,blue_robot_2_possession_frame,yellow_robot_0_possession_frame,yellow_robot_1_possession_frame,yellow_robot_2_possession_frame,blue_robot_0_intercept_time,blue_robot_1_intercept_time,blue_robot_2_intercept_time,yellow_robot_0_intercept_time,yellow_robot_1_intercept_time,yellow_robot_2_intercept_time,blue_robot_0_pass_time,blue_robot_1_pass_time,blue_robot_2_pass_time,yellow_robot_0_pass_time,yellow_robot_1_pass_time,yellow_robot_2_pass_time,ball_in_blue_half_frame,ball_in_yellow_half_frame
66,0,0,77,263,191,33,3,373,1,2,9,2,1,11,0,2,1,1,0,0,257,743
67,0,2,49,126,106,75,0,611,1,10,8,1,0,18,0,3,2,0,0,1,531,469
68,0,1,42,320,117,0,0,425,4,7,4,0,0,16,1,0,3,0,0,0,452,548
69,0,0,82,404,184,0,0,279,1,9,5,0,0,13,2,4,2,0,0,0,445,555
70,1,2,135,104,192,53,71,403,4,4,11,2,0,19,0,1,1,1,1,3,691,309
71,0,1,93,393,294,13,21,127,3,5,19,1,2,19,2,4,3,0,0,0,392,608
72,2,3,150,199,98,60,14,434,5,10,2,2,2,8,4,1,4,3,0,2,500,500
73,2,0,210,156,72,44,0,472,10,9,1,3,0,17,4,4,3,1,0,1,523,477
74,0,2,34,158,2,44,3,755,1,3,2,0,0,5,0,0,0,1,3,4,367,633
75,1,0,403,28,186,0,0,350,7,3,8,0,0,16,5,2,6,0,0,0,407,593
76,1,1,152,286,102,61,0,366,4,8,7,1,0,11,3,3,3,1,0,1,639,361
77,0,3,64,288,49,131,0,456,4,11,3,5,0,8,4,3,1,1,0,1,467,533
78,1,1,218,23,125,30,0,521,12,1,6,1,0,15,1,1,1,2,0,2,230,770
79,0,2,135,106,121,0,0,543,13,7,3,0,0,34,2,2,1,0,0,0,301,699
80,1,1,116,170,130,0,31,506,4,8,6,0,1,13,2,2,4,0,1,0,490,510
81,0,1,80,272,62,18,88,420,4,17,0,0,2,13,3,5,1,1,1,1,350,650
82,2,1,183,104,378,0,21,216,3,3,8,0,1,13,2,2,3,0,0,0,676,324
83,4,1,119,120,127,43,89,441,8,7,2,3,0,14,0,3,3,1,3,4,818,182
84,1,0,307,195,154,6,0,311,7,7,6,1,0,16,4,7,4,2,0,1,1000,0
85,1,1,5,224,310,0,0,399,2,7,18,0,0,17,3,10,11,0,0,0,415,585
86,5,2,68,245,131,65,92,347,2,13,3,2,0,15,2,2,1,2,2,2,498,502
87,1,3,73,223,70,62,182,376,5,4,2,4,4,8,0,1,0,3,4,1,579,421
88,1,0,0,127,402,0,0,425,0,3,7,0,0,10,0,2,4,0,0,0,110,890
89,1,2,8,92,77,50,0,751,3,7,2,1,0,8,1,1,0,0,0,1,269,731
90,0,0,105,219,222,16,0,313,2,9,15,2,0,13,1,3,2,0,0,0,495,505
91,1,1,99,329,53,61,0,423,14,8,6,0,0,35,0,1,2,1,0,0,457,543
92,1,0,130,332,149,18,0,259,1,12,5,5,0,13,4,2,3,1,0,0,357,643
93,0,0,0,436,0,0,0,55,0,35,0,0,0,3,0,0,0,0,0,0,0,1000
94,0,2,57,290,202,32,0,392,2,6,8,2,0,12,1,3,4,0,0,0,341,659
95,0,1,65,174,196,91,45,415,2,4,7,1,1,11,1,3,2,3,0,1,254,746
96,1,1,144,344,146,21,14,170,5,16,4,2,2,13,3,3,2,1,0,0,507,493
97,3,0,179,502,9,20,16,256,2,8,0,0,1,11,4,5,2,2,2,1,580,420
98,0,2,45,152,217,15,9,537,4,4,5,2,2,11,1,3,2,1,1,3,222,778
99,0,0,208,380,132,64,0,202,5,6,4,4,0,7,2,6,5,3,0,3,420,580
