match,blue_score,yellow_score,blue_robot_0_possession_frame,blue_robot_1_possession_frame,blue_robot_2_possession_frame,yellow_robot_0_possession_frame,yellow_robot_1_possession_frame,yellow_robot_2_possession_frame,blue_robot_0_intercept_time,blue_robot_1_intercept_time,blue_robot_2_intercept_time,yellow_robot_0_intercept_time,yellow_robot_1_intercept_time,yellow_robot_2_intercept_time,blue_robot_0_pass_time,blue_robot_1_pass_time,blue_robot_2_pass_time,yellow_robot_0_pass_time,yellow_robot_1_pass_time,yellow_robot_2_pass_time,ball_in_blue_half_frame,ball_in_yellow_half_frame
15,2,2,55,90,170,60,0,613,3,5,1,2,0,10,0,0,3,1,0,0,367,633
16,2,1,135,332,53,74,17,302,11,12,5,4,2,15,5,3,3,2,0,2,809,191
17,2,2,60,319,88,61,21,435,3,7,2,0,1,11,0,3,2,1,0,1,312,688
18,1,2,161,167,164,8,0,459,8,8,4,1,0,17,9,8,2,0,0,0,582,418
19,2,4,339,211,94,0,8,332,6,5,0,0,0,11,5,3,2,0,1,0,221,779
20,0,1,209,139,1,162,0,437,4,5,1,2,0,15,0,0,0,5,0,4,348,652
21,0,0,344,190,29,33,11,373,7,10,1,1,0,11,4,5,3,0,1,1,633,367
22,1,0,392,187,16,0,64,309,14,9,1,0,8,13,4,0,1,0,0,0,537,463
23,0,3,178,48,85,20,72,557,3,11,1,0,1,16,0,0,1,1,0,1,448,552
24,2,0,261,206,6,0,7,495,11,7,2,0,0,13,4,3,0,0,1,1,506,494
25,1,2,279,136,3,206,0,346,5,3,0,1,0,11,2,1,1,1,0,2,179,821
26,1,0,374,94,70,0,0,416,7,2,5,0,0,7,8,7,3,0,0,0,680,320
27,1,1,81,401,19,35,3,403,2,12,4,0,1,8,2,3,1,1,0,0,792,208
28,0,3,106,115,23,30,27,687,2,5,3,0,0,13,0,2,0,3,1,1,252,748
29,1,0,214,228,30,48,3,401,3,11,4,1,2,20,3,3,1,1,0,1,294,706
30,1,0,394,267,76,0,20,229,8,4,1,0,5,7,6,3,3,0,0,1,823,177
31,1,0,281,340,26,86,16,209,3,5,2,1,1,10,5,4,1,2,0,3,475,525
32,4,0,358,323,0,63,0,196,5,6,0,2,0,13,7,6,0,1,0,1,579,421
33,3,1,71,229,58,58,0,542,9,7,2,2,0,20,0,0,1,1,0,0,730,270
34,1,0,104,121,18,59,0,565,4,11,7,8,0,8,1,1,1,5,0,3,565,435
35,1,1,93,288,10,1,5,483,5,15,1,0,0,31,2,1,2,1,2,0,501,499
36,1,1,318,221,0,77,32,287,18,5,0,1,4,12,2,4,0,1,0,1,423,577
37,2,0,83,219,39,0,1,647,5,7,1,0,1,15,1,1,0,0,0,0,859,141
38,0,0,316,111,88,0,45,350,12,8,2,0,4,9,3,3,3,0,0,0,795,205
39,1,2,75,255,48,68,48,402,4,9,8,5,3,19,0,3,0,5,4,2,412,588
40,3,1,444,120,13,126,0,227,8,8,4,10,0,14,3,2,1,5,0,3,651,349
41,1,1,173,164,42,106,0,484,6,3,4,2,0,10,1,2,2,4,0,3,426,574
42,0,0,103,287,165,0,0,377,4,10,5,0,0,16,2,2,3,0,0,0,200,800
43,2,0,155,174,68,13,17,491,7,11,1,3,1,17,2,0,4,0,0,0,387,613
44,1,1,105,264,60,74,0,449,6,13,7,0,0,26,1,1,0,1,0,0,739,261
45,1,1,190,170,28,0,0,459,6,8,1,0,0,35,2,2,0,0,0,0,820,180
46,1,0,132,282,102,0,13,409,8,11,7,0,3,20,2,3,1,0,1,1,772,228
47,2,0,218,74,74,0,0,588,7,7,11,0,0,27,3,2,0,0,0,0,367,633
48,1,4,55,137,76,100,40,577,4,6,5,1,2,12,0,0,1,3,0,3,408,592
49,1,1,159,267,54,75,0,405,10,6,3,2,0,22,5,6,0,1,0,0,86,914
50,0,3,146,240,30,0,1,557,3,4,2,0,1,13,3,4,2,0,0,0,212,788
51,1,0,296,168,0,173,20,114,17,1,0,25,0,3,0,0,0,1,2,2,894,106
52,2,1,216,161,36,13,67,435,9,7,3,0,1,17,4,1,3,2,1,2,636,364
53,0,1,106,92,15,0,0,773,3,4,2,0,0,10,0,0,0,0,0,0,198,802
54,1,1,83,274,108,42,25,335,2,5,10,1,0,17,1,2,3,1,1,1,839,161
55,0,0,0,0,50,246,21,80,0,0,2,31,1,2,0,0,0,7,0,6,1000,0
56,1,2,55,63,158,152,3,522,3,5,3,1,1,9,1,1,2,3,1,2,383,617
57,2,2,69,312,107,22,16,431,4,10,3,0,2,16,3,2,1,0,2,0,234,766
58,1,1,90,191,122,66,102,344,9,9,12,4,1,25,3,2,2,1,1,2,411,589
59,1,0,77,227,11,109,0,464,1,13,2,0,0,12,3,2,0,2,0,2,331,669
60,3,1,205,232,41,0,0,462,3,5,4,0,0,16,5,2,1,0,0,0,542,458
61,3,1,325,100,18,57,85,331,11,3,1,3,5,12,3,4,0,0,1,3,728,272
62,0,0,255,79,0,5,2,79,4,0,0,1,1,7,3,5,0,2,0,0,980,20
63,3,0,263,231,46,23,19,344,7,10,0,1,2,13,2,3,2,1,1,2,990,10
64,0,0,180,315,95,87,5,285,10,14,0,9,1,10,1,1,3,1,3,2,529,471
65,0,0,130,259,0,56,17,494,8,10,0,1,0,17,2,0,0,0,1,2,618,382
66,3,1,250,205,1,0,0,515,5,7,1,0,0,20,8,5,0,0,0,0,517,483
67,0,1,106,357,84,0,5,426,6,8,6,0,2,20,0,3,1,0,0,1,424,576
68,0,1,64,207,124,29,77,479,7,5,3,1,1,13,0,1,0,0,1,0,348,652
69,0,1,332,474,3,19,0,134,5,2,1,0,0,6,6,3,1,1,0,1,336,664
70,2,0,279,362,16,16,28,226,6,5,2,1,6,4,5,5,1,1,0,1,890,110
71,1,0,180,319,28,41,0,412,4,8,4,0,0,15,4,3,0,0,0,1,572,428
72,0,1,63,195,209,5,9,491,1,1,7,2,0,12,1,2,0,1,1,4,519,481
73,3,0,251,170,182,0,0,388,7,3,3,0,0,11,4,4,5,0,0,0,452,548
74,3,3,178,281,25,140,1,343,9,10,0,0,0,18,1,3,1,2,1,2,661,339
75,1,1,187,154,99,41,29,467,3,5,3,1,1,12,2,0,1,2,0,0,98,902
76,2,0,62,209,81,2,0,579,3,16,2,1,0,17,1,1,2,0,0,0,636,364
77,0,0,137,101,0,0,9,726,9,3,0,0,2,11,0,0,0,0,1,1,263,737
78,2,0,137,236,41,1,0,545,3,10,0,1,0,19,1,2,1,0,0,0,913,87
79,1,1,105,287,155,0,0,422,2,6,3,0,0,7,1,8,4,0,0,0,365,635
80,1,0,257,216,81,0,50,333,5,20,1,0,7,25,4,2,3,0,0,0,898,102
81,1,1,352,252,52,1,34,263,3,1,4,1,2,7,3,5,0,0,1,2,773,227
82,0,0,101,112,30,146,0,211,10,9,4,7,0,24,1,0,1,3,0,3,110,890
83,1,1,337,86,91,0,0,328,18,4,16,0,0,36,7,3,7,0,0,0,247,753
84,0,2,88,448,59,25,36,283,0,7,1,0,0,9,2,0,1,1,1,1,740,260
85,1,1,312,257,154,0,0,194,6,4,3,0,0,9,9,5,4,0,0,0,808,192
86,2,0,368,64,70,34,211,164,20,2,2,1,14,6,2,0,2,2,0,3,875,125
87,0,0,505,24,0,288,22,94,21,2,0,14,0,7,0,1,0,1,0,3,1000,0
88,1,1,18,189,8,130,24,479,6,8,2,6,0,31,0,0,0,2,1,2,217,783
89,0,0,268,75,0,37,0,548,8,8,0,1,0,17,2,1,0,2,0,2,492,508
90,1,1,285,116,76,24,7,476,7,5,3,0,1,9,4,2,3,2,0,3,361,639
91,2,1,113,155,49,0,57,574,2,8,1,0,2,10,1,1,0,0,2,0,425,575
92,0,0,52,219,53,90,37,515,3,8,7,3,0,19,1,1,2,0,1,1,432,568
93,3,2,159,129,105,78,31,474,2,6,6,1,1,11,4,4,0,1,2,3,472,528
94,0,1,304,151,102,0,0,416,5,3,3,0,0,13,5,4,2,0,0,0,743,257
95,0,3,66,165,50,26,57,620,1,9,2,1,1,12,2,1,0,0,0,1,140,860
96,1,3,30,112,111,0,93,576,5,6,12,0,6,22,1,2,2,0,2,4,832,168
97,2,2,238,229,37,42,11,355,9,6,0,1,2,15,2,2,2,2,1,2,767,233
98,2,0,409,132,86,98,97,142,10,4,1,2,3,7,8,4,5,1,0,1,887,113
99,1,0,353,118,125,0,21,359,5,9,1,0,0,13,5,3,6,0,1,0,540,460
