match,blue_score,yellow_score,blue_robot_0_possession_frame,blue_robot_1_possession_frame,blue_robot_2_possession_frame,yellow_robot_0_possession_frame,yellow_robot_1_possession_frame,yellow_robot_2_possession_frame,blue_robot_0_intercept_time,blue_robot_1_intercept_time,blue_robot_2_intercept_time,yellow_robot_0_intercept_time,yellow_robot_1_intercept_time,yellow_robot_2_intercept_time,blue_robot_0_pass_time,blue_robot_1_pass_time,blue_robot_2_pass_time,yellow_robot_0_pass_time,yellow_robot_1_pass_time,yellow_robot_2_pass_time,ball_in_blue_half_frame,ball_in_yellow_half_frame
0,4,0,165,132,25,26,8,570,11,6,3,0,0,21,3,4,1,1,1,1,517,483
1,0,0,490,64,0,94,20,260,10,6,0,6,1,8,4,4,0,2,0,4,467,533
2,0,1,159,191,152,19,0,456,9,6,4,1,0,10,5,4,7,0,0,0,384,616
3,0,0,142,216,69,37,42,363,8,13,4,2,2,17,0,6,4,3,1,3,456,544
4,2,2,244,127,175,0,28,379,8,8,6,0,3,4,5,8,9,0,0,0,586,414
5,1,0,168,111,0,14,73,522,5,15,0,1,8,10,1,0,0,2,1,2,603,397
6,2,1,105,303,102,47,0,349,3,5,11,2,0,21,3,2,0,2,0,0,622,378
7,1,0,200,228,0,18,7,528,7,6,0,1,2,7,2,4,0,1,0,2,485,515
8,2,0,313,186,67,0,7,398,7,5,4,0,1,14,6,5,3,0,0,0,740,260
9,0,1,424,29,43,20,60,373,21,1,3,5,1,13,2,3,1,0,1,1,800,200
10,2,0,236,335,65,0,31,266,4,11,4,0,1,17,4,2,1,0,0,0,541,459
11,0,0,176,102,231,19,0,302,11,5,3,1,0,19,4,8,9,0,0,0,835,165
12,1,3,89,78,2,16,219,572,3,3,1,0,3,7,1,0,0,2,1,3,315,685
13,3,0,111,333,0,52,0,420,14,10,0,1,0,21,1,1,0,2,0,2,538,462
14,2,0,89,194,2,103,5,586,8,7,1,1,0,15,1,3,0,5,2,6,454,546
15,1,1,336,128,166,0,35,219,7,8,3,0,1,12,7,5,5,0,0,1,451,549
16,0,0,172,328,59,122,0,293,7,16,2,12,0,7,3,6,3,1,0,0,921,79
17,1,3,251,110,0,112,9,477,7,18,0,7,2,12,0,2,0,0,1,3,606,394
18,0,1,315,91,49,149,0,327,16,11,1,6,0,28,6,3,5,3,0,3,656,344
19,2,0,313,273,0,42,37,285,7,10,0,1,0,12,5,4,0,0,1,0,649,351
20,2,1,149,227,12,83,0,511,3,12,1,7,0,7,2,2,1,0,0,1,562,438
21,2,3,212,238,68,26,0,377,5,12,2,1,0,19,5,3,2,3,0,3,640,360
22,1,0,200,177,2,49,13,524,4,10,2,0,2,13,3,3,0,2,0,2,699,301
23,0,0,213,33,0,91,4,653,8,2,0,2,2,10,2,3,0,1,0,1,728,272
24,0,1,254,158,50,7,43,431,12,4,1,2,0,11,2,4,2,0,1,0,620,380
25,0,1,268,150,54,38,0,444,13,1,4,1,0,15,8,3,7,1,0,2,653,347
26,2,1,174,72,53,84,4,550,11,6,1,5,2,15,2,3,0,3,0,4,848,152
27,1,2,22,88,39,130,0,686,1,4,3,1,0,13,0,1,0,2,0,2,234,766
28,1,0,194,243,72,0,21,423,16,8,1,0,1,26,3,3,0,0,0,0,264,736
29,2,3,252,158,85,94,26,273,3,7,1,1,0,11,2,1,2,1,0,1,480,520
30,0,1,385,33,112,0,18,434,8,4,3,0,1,13,1,2,1,0,0,0,378,622
31,1,0,224,234,6,0,70,394,11,11,0,0,6,23,3,1,0,0,1,2,1000,0
32,1,1,118,402,57,14,0,370,5,16,1,0,0,16,1,0,1,2,0,0,472,528
33,0,1,110,223,36,6,0,575,9,4,0,0,0,13,2,3,3,1,0,1,401,599
34,2,1,168,283,94,0,0,419,9,5,2,0,0,17,4,2,0,0,0,0,620,380
35,2,0,253,222,143,0,41,234,13,7,0,0,0,21,7,7,3,0,2,0,698,302
36,0,1,133,158,39,7,34,521,6,12,2,1,5,24,4,1,1,0,1,3,903,97
37,3,0,238,95,273,2,0,362,6,2,6,0,0,8,5,4,5,1,0,1,617,383
38,1,0,316,230,46,148,0,228,16,5,0,2,0,17,7,5,1,2,0,3,979,21
39,1,0,399,150,0,35,0,369,9,7,0,0,0,19,2,2,0,3,0,2,368,632
40,0,1,33,169,68,22,8,607,9,5,6,0,1,9,1,1,3,2,0,2,228,772
41,4,1,331,284,128,35,3,199,6,9,6,3,1,13,7,6,1,1,0,0,896,104
42,0,0,74,185,204,0,79,432,4,4,7,0,5,8,6,0,3,0,0,0,526,474
43,0,1,216,127,49,47,17,507,14,5,5,8,2,18,3,3,1,3,0,1,501,499
44,1,0,315,177,44,28,99,306,20,6,0,1,0,19,6,6,2,1,1,2,393,607
45,1,0,255,166,46,0,7,444,13,9,4,0,4,19,1,2,2,0,0,2,700,300
46,3,1,227,203,74,60,55,316,4,4,3,1,1,12,4,3,1,1,1,1,450,550
47,0,0,431,5,0,0,6,558,4,1,0,0,0,5,1,0,0,0,1,1,159,841
48,0,0,118,177,2,92,0,588,7,4,0,9,0,6,0,1,1,3,0,2,222,778
49,2,0,246,157,50,19,0,502,6,8,1,3,0,14,3,1,1,2,0,3,485,515
50,2,1,180,89,89,0,29,582,8,4,0,0,0,16,2,1,1,0,1,0,617,383
51,1,0,120,257,39,63,129,297,3,10,6,2,3,16,0,0,0,3,3,4,518,482
52,0,0,70,369,139,0,0,394,2,8,5,0,0,8,6,4,8,0,0,0,881,119
53,3,1,117,213,2,1,52,573,5,10,1,1,1,17,4,2,0,0,1,1,385,615
54,0,0,134,216,87,94,0,365,17,7,1,15,0,23,2,0,1,4,0,3,768,232
55,1,0,167,177,120,0,30,457,6,4,1,0,1,12,2,3,2,0,0,0,497,503
56,1,0,412,119,106,52,6,261,8,4,2,1,0,12,3,3,1,1,1,0,271,729
57,1,1,186,276,40,0,52,409,9,4,2,0,1,18,1,1,0,0,4,3,403,597
58,2,1,245,148,30,40,40,389,9,9,4,3,1,21,1,3,0,1,1,1,666,334
59,0,0,178,141,45,77,0,447,14,7,2,3,0,22,2,1,2,1,0,1,212,788
60,0,0,207,117,352,18,0,269,13,0,5,0,0,6,12,5,10,1,0,1,874,126
61,1,1,301,158,11,82,6,410,8,8,3,3,1,16,3,3,0,3,0,2,322,678
62,0,1,62,324,76,1,12,482,8,8,7,1,1,13,4,2,1,0,0,0,444,556
63,1,0,332,202,117,0,0,343,6,3,1,0,0,10,3,3,2,0,0,0,575,425
64,1,1,97,290,16,56,55,440,7,5,1,1,4,7,0,1,1,1,2,3,483,517
65,0,0,117,93,42,23,1,675,7,9,2,6,0,10,3,1,0,0,1,0,338,662
66,0,1,233,108,10,160,50,375,12,2,2,7,0,17,0,2,0,6,1,5,678,322
67,1,2,330,290,49,10,0,283,11,8,1,1,0,14,9,6,2,0,0,1,730,270
68,2,1,258,134,72,100,0,338,9,4,13,0,0,22,2,0,0,3,0,3,505,495
69,3,0,291,198,108,0,72,314,5,9,3,0,1,15,3,3,0,0,1,1,933,67
70,2,2,311,395,81,0,0,208,5,7,2,0,0,11,5,3,1,0,0,0,901,99
71,2,0,94,225,60,152,12,377,7,10,2,7,1,12,3,3,4,2,1,2,626,374
72,2,2,96,152,93,27,41,548,6,3,4,1,1,22,1,1,1,0,2,2,421,579
73,0,3,96,69,58,158,11,556,11,5,1,8,0,8,0,1,0,4,1,2,232,768
74,0,0,273,290,72,0,0,321,11,8,2,0,0,15,6,3,3,0,0,0,530,470
75,1,0,261,103,188,55,48,312,5,5,7,2,2,13,4,0,3,1,2,2,121,879
